source,target,actors_common,genres_common,similaridade,rating_media,peso,peso_bf
tt0003634,tt0004301,2,1,5,0.0,0.2,0.2
tt0003634,tt0007079,2,1,5,0.0,0.2,0.2
tt0003634,tt0007834,2,0,4,0.0,0.25,0.25
tt0004301,tt0004911,2,0,4,2.35,0.25,0.25
tt0004301,tt0005163,2,1,5,3.0,0.2,0.2
tt0004301,tt0005412,2,1,5,0.0,0.2,0.2
tt0004301,tt0007079,2,1,5,0.0,0.2,0.2
tt0004301,tt0007161,2,1,5,0.0,0.2,0.2
tt0004301,tt0008267,2,1,5,0.0,0.2,0.2
tt0004301,tt0009508,2,1,5,0.0,0.2,0.2
tt0004825,tt0005300,2,1,5,3.2,0.2,0.2
tt0004825,tt0006344,2,1,5,3.2,0.2,0.2
tt0004825,tt0007079,2,2,6,3.2,0.166667,0.166667
tt0004825,tt0007161,2,1,5,3.2,0.2,0.2
tt0004825,tt0007545,2,1,5,3.2,0.2,0.2
tt0004825,tt0008011,2,1,5,6.25,0.2,0.2
tt0004872,tt0007079,2,1,5,3.25,0.2,0.2
tt0004872,tt0007161,2,1,5,3.25,0.2,0.2
tt0004911,tt0005041,2,0,4,5.65,0.25,0.25
tt0004911,tt0006344,2,0,4,2.35,0.25,0.25
tt0004911,tt0007079,2,0,4,2.35,0.25,0.25
tt0004911,tt0007161,2,0,4,2.35,0.25,0.25
tt0004911,tt0008679,2,1,5,4.9,0.2,0.2
tt0005041,tt0005300,2,1,5,3.3,0.2,0.2
tt0005041,tt0007545,2,1,5,3.3,0.2,0.2
tt0005041,tt0008011,2,0,4,6.35,0.25,0.25
tt0005041,tt0008799,2,1,5,3.3,0.2,0.2
tt0005041,tt0009508,2,1,5,3.3,0.2,0.2
tt0005041,tt0010774,2,1,5,3.3,0.2,0.2
tt0005163,tt0005300,2,1,5,3.0,0.2,0.2
tt0005163,tt0005412,2,1,5,3.0,0.2,0.2
tt0005300,tt0007545,2,1,5,0.0,0.2,0.2
tt0006344,tt0007161,2,1,5,0.0,0.2,0.2
tt0006344,tt0007834,2,0,4,0.0,0.25,0.25
tt0006344,tt0008799,2,1,5,0.0,0.2,0.2
tt0006344,tt0009121,2,1,5,0.0,0.2,0.2
tt0006344,tt0009365,2,1,5,0.0,0.2,0.2
tt0006344,tt0010370,2,1,5,0.0,0.2,0.2
tt0006344,tt0015355,2,0,4,2.1,0.25,0.25
tt0006344,tt0015714,2,0,4,3.1,0.25,0.25
tt0007079,tt0007161,2,1,5,0.0,0.2,0.2
tt0007079,tt0008267,2,1,5,0.0,0.2,0.2
tt0007079,tt0013650,2,1,5,0.0,0.2,0.2
tt0007079,tt0018006,2,0,4,0.0,0.25,0.25
tt0007161,tt0008011,2,0,4,3.05,0.25,0.25
tt0007161,tt0013650,2,1,5,0.0,0.2,0.2
tt0007834,tt0008794,2,0,4,0.0,0.25,0.25
tt0007834,tt0009121,2,1,5,0.0,0.2,0.2
tt0007834,tt0009508,2,0,4,0.0,0.25,0.25
tt0008011,tt0008799,2,0,4,3.05,0.25,0.25
tt0008011,tt0009508,2,0,4,3.05,0.25,0.25
tt0008011,tt0010774,2,1,5,3.05,0.2,0.2
tt0008011,tt0013650,2,1,5,3.05,0.2,0.2
tt0008267,tt0008794,2,1,5,0.0,0.2,0.2
tt0008267,tt0009508,2,1,5,0.0,0.2,0.2
tt0008679,tt0009424,2,1,5,2.55,0.2,0.2
tt0008794,tt0010774,2,1,5,0.0,0.2,0.2
tt0008799,tt0009121,2,1,5,0.0,0.2,0.2
tt0008799,tt0009365,2,1,5,0.0,0.2,0.2
tt0008799,tt0009508,2,1,5,0.0,0.2,0.2
tt0008799,tt0010870,2,1,5,0.0,0.2,0.2
tt0008799,tt0015355,2,0,4,2.1,0.25,0.25
tt0008799,tt0015714,2,0,4,3.1,0.25,0.25
tt0009121,tt0009424,2,2,6,0.0,0.166667,0.166667
tt0009121,tt0010370,2,2,6,0.0,0.166667,0.166667
tt0009121,tt0010870,2,1,5,0.0,0.2,0.2
tt0009365,tt0010370,2,1,5,0.0,0.2,0.2
tt0009424,tt0009508,2,1,5,0.0,0.2,0.2
tt0009424,tt0009672,2,2,6,0.0,0.166667,0.166667
tt0009424,tt0010774,2,2,6,0.0,0.166667,0.166667
tt0009508,tt0010370,2,1,5,0.0,0.2,0.2
tt0009663,tt0010228,2,1,5,0.0,0.2,0.2
tt0009672,tt0015355,2,1,5,2.1,0.2,0.2
tt0011145,tt0014797,2,0,4,3.1,0.25,0.25
tt0012017,tt0015355,2,1,5,5.35,0.2,0.2
tt0012017,tt0015773,2,1,5,6.15,0.2,0.2
tt0012017,tt0017429,2,1,5,3.25,0.2,0.2
tt0012017,tt0018006,2,1,5,3.25,0.2,0.2
tt0013650,tt0015355,2,1,5,2.1,0.2,0.2
tt0013650,tt0015773,2,1,5,2.9,0.2,0.2
tt0013650,tt0017429,2,1,5,0.0,0.2,0.2
tt0014204,tt0015773,2,1,5,2.9,0.2,0.2
tt0014204,tt0018006,2,1,5,0.0,0.2,0.2
tt0014228,tt0017429,2,1,5,3.7,0.2,0.2
tt0014228,tt0018006,2,1,5,3.7,0.2,0.2
tt0014228,tt0019597,2,1,5,3.7,0.2,0.2
tt0015355,tt0015714,2,1,5,5.2,0.2,0.2
tt0015355,tt0015773,2,1,5,5.0,0.2,0.2
tt0015355,tt0016034,2,1,5,5.65,0.2,0.2
tt0015355,tt0016689,2,1,5,4.9,0.2,0.2
tt0015355,tt0017429,2,1,5,2.1,0.2,0.2
tt0015355,tt0018006,2,1,5,2.1,0.2,0.2
tt0015355,tt0019597,2,1,5,2.1,0.2,0.2
tt0015714,tt0017306,2,1,5,3.1,0.2,0.2
tt0015773,tt0017306,2,1,5,2.9,0.2,0.2
tt0015773,tt0017429,2,1,5,2.9,0.2,0.2
tt0015773,tt0019597,2,1,5,2.9,0.2,0.2
tt0016034,tt0017306,2,1,5,3.55,0.2,0.2
tt0016034,tt0017429,2,1,5,3.55,0.2,0.2
tt0016034,tt0018006,2,1,5,3.55,0.2,0.2
tt0016689,tt0018006,2,1,5,2.8,0.2,0.2
tt0017429,tt0018006,2,1,5,0.0,0.2,0.2
tt0017429,tt0019597,2,1,5,0.0,0.2,0.2
tt0017429,tt0022332,2,1,5,0.0,0.2,0.2
tt0017617,tt0018766,2,1,5,0.0,0.2,0.2
tt0017617,tt0019597,2,1,5,0.0,0.2,0.2
tt0018006,tt0019597,2,1,5,0.0,0.2,0.2
tt0018766,tt0019597,2,1,5,0.0,0.2,0.2
tt0022332,tt0024769,2,1,5,3.25,0.2,0.2
tt0024107,tt0024769,2,1,5,5.75,0.2,0.2
tt0003634,tt0005696,2,1,5,0.0,0.2,0.2
tt0004301,tt0004865,2,1,5,0.0,0.2,0.2
tt0004301,tt0010661,2,1,5,0.0,0.2,0.2
tt0004865,tt0005696,2,2,6,0.0,0.166667,0.166667
tt0005696,tt0010661,2,1,5,0.0,0.2,0.2
tt0007858,tt0009013,2,1,5,0.0,0.2,0.2
tt0007858,tt0010661,2,1,5,0.0,0.2,0.2
tt0009013,tt0010661,2,1,5,0.0,0.2,0.2
tt0003634,tt0004992,2,1,5,0.0,0.2,0.2
tt0007926,tt0012634,2,1,5,0.0,0.2,0.2
tt0008724,tt0017458,2,1,5,0.0,0.2,0.2
tt0009095,tt0011852,2,1,5,0.0,0.2,0.2
tt0009140,tt0010264,2,1,5,0.0,0.2,0.2
tt0009140,tt0014089,2,1,5,0.0,0.2,0.2
tt0009140,tt0015170,2,1,5,0.0,0.2,0.2
tt0009241,tt0012634,2,1,5,3.05,0.2,0.2
tt0009377,tt0012634,2,1,5,0.0,0.2,0.2
tt0009377,tt0016333,2,1,5,2.5,0.2,0.2
tt0009751,tt0011852,2,1,5,0.0,0.2,0.2
tt0009855,tt0011347,2,1,5,0.0,0.2,0.2
tt0009855,tt0011448,2,1,5,0.0,0.2,0.2
tt0009855,tt0011852,2,1,5,0.0,0.2,0.2
tt0009855,tt0012289,2,0,4,0.0,0.25,0.25
tt0009855,tt0012634,2,1,5,0.0,0.2,0.2
tt0009855,tt0014089,2,1,5,0.0,0.2,0.2
tt0009855,tt0014253,2,1,5,0.0,0.2,0.2
tt0009855,tt0015170,2,1,5,0.0,0.2,0.2
tt0009855,tt0015949,2,1,5,0.0,0.2,0.2
tt0009855,tt0016333,2,1,5,2.5,0.2,0.2
tt0009855,tt0016975,2,1,5,0.0,0.2,0.2
tt0009855,tt0017458,2,1,5,0.0,0.2,0.2
tt0009855,tt0018084,2,1,5,0.0,0.2,0.2
tt0009855,tt0018423,2,1,5,2.25,0.2,0.2
tt0010264,tt0011398,2,1,5,0.0,0.2,0.2
tt0010264,tt0012289,2,0,4,0.0,0.25,0.25
tt0010264,tt0018423,2,1,5,2.25,0.2,0.2
tt0011347,tt0011448,2,1,5,0.0,0.2,0.2
tt0011347,tt0011852,2,1,5,0.0,0.2,0.2
tt0011347,tt0012044,2,2,6,0.0,0.166667,0.166667
tt0011347,tt0012529,2,1,5,3.0,0.2,0.2
tt0011347,tt0013647,2,2,6,0.0,0.166667,0.166667
tt0011347,tt0014253,2,2,6,0.0,0.166667,0.166667
tt0011398,tt0011448,2,1,5,0.0,0.2,0.2
tt0011398,tt0012634,2,1,5,0.0,0.2,0.2
tt0011398,tt0014089,2,1,5,0.0,0.2,0.2
tt0011398,tt0014253,2,1,5,0.0,0.2,0.2
tt0011398,tt0015170,2,1,5,0.0,0.2,0.2
tt0011398,tt0015949,2,1,5,0.0,0.2,0.2
tt0011398,tt0016333,2,1,5,2.5,0.2,0.2
tt0011398,tt0016975,2,1,5,0.0,0.2,0.2
tt0011398,tt0017458,2,1,5,0.0,0.2,0.2
tt0011398,tt0018084,2,1,5,0.0,0.2,0.2
tt0011398,tt0018423,2,1,5,2.25,0.2,0.2
tt0011448,tt0011852,2,1,5,0.0,0.2,0.2
tt0011448,tt0012634,2,1,5,0.0,0.2,0.2
tt0011852,tt0012289,2,0,4,0.0,0.25,0.25
tt0011852,tt0012554,2,1,5,0.0,0.2,0.2
tt0011852,tt0012634,2,1,5,0.0,0.2,0.2
tt0011852,tt0016975,2,1,5,0.0,0.2,0.2
tt0012044,tt0012289,2,1,5,0.0,0.2,0.2
tt0012044,tt0012554,2,1,5,0.0,0.2,0.2
tt0012044,tt0019753,2,2,6,0.0,0.166667,0.166667
tt0012289,tt0012554,2,0,4,0.0,0.25,0.25
tt0012289,tt0014089,2,0,4,0.0,0.25,0.25
tt0012289,tt0014253,2,1,5,0.0,0.2,0.2
tt0012289,tt0015170,2,0,4,0.0,0.25,0.25
tt0012289,tt0015949,2,0,4,0.0,0.25,0.25
tt0012289,tt0016333,2,0,4,2.5,0.25,0.25
tt0012289,tt0016975,2,0,4,0.0,0.25,0.25
tt0012289,tt0017458,2,0,4,0.0,0.25,0.25
tt0012289,tt0018084,2,0,4,0.0,0.25,0.25
tt0012289,tt0018423,2,0,4,2.25,0.25,0.25
tt0012289,tt0019753,2,1,5,0.0,0.2,0.2
tt0012529,tt0015514,2,1,5,3.0,0.2,0.2
tt0012554,tt0013251,2,1,5,0.0,0.2,0.2
tt0012554,tt0015514,2,1,5,0.0,0.2,0.2
tt0012634,tt0013647,2,1,5,0.0,0.2,0.2
tt0012634,tt0014253,2,1,5,0.0,0.2,0.2
tt0013251,tt0014253,2,1,5,0.0,0.2,0.2
tt0013251,tt0015514,2,1,5,0.0,0.2,0.2
tt0013647,tt0014253,2,2,6,0.0,0.166667,0.166667
tt0013647,tt0016333,2,1,5,2.5,0.2,0.2
tt0014089,tt0015949,2,1,5,0.0,0.2,0.2
tt0014089,tt0016333,2,1,5,2.5,0.2,0.2
tt0014089,tt0016975,2,1,5,0.0,0.2,0.2
tt0014089,tt0017458,2,1,5,0.0,0.2,0.2
tt0014089,tt0018084,2,1,5,0.0,0.2,0.2
tt0014089,tt0018423,2,1,5,2.25,0.2,0.2
tt0014089,tt0019753,2,1,5,0.0,0.2,0.2
tt0014253,tt0015170,2,1,5,0.0,0.2,0.2
tt0014253,tt0015949,2,1,5,0.0,0.2,0.2
tt0014253,tt0016333,2,1,5,2.5,0.2,0.2
tt0014253,tt0016975,2,1,5,0.0,0.2,0.2
tt0014253,tt0017458,2,1,5,0.0,0.2,0.2
tt0014253,tt0018084,2,1,5,0.0,0.2,0.2
tt0014253,tt0018423,2,1,5,2.25,0.2,0.2
tt0015170,tt0015514,2,1,5,0.0,0.2,0.2
tt0015170,tt0015949,2,1,5,0.0,0.2,0.2
tt0015170,tt0016333,2,1,5,2.5,0.2,0.2
tt0015170,tt0016975,2,1,5,0.0,0.2,0.2
tt0015170,tt0017458,2,1,5,0.0,0.2,0.2
tt0015170,tt0018084,2,1,5,0.0,0.2,0.2
tt0015170,tt0018423,2,1,5,2.25,0.2,0.2
tt0015514,tt0015949,2,1,5,0.0,0.2,0.2
tt0015514,tt0017458,2,1,5,0.0,0.2,0.2
tt0015514,tt0018084,2,1,5,0.0,0.2,0.2
tt0015949,tt0016333,2,1,5,2.5,0.2,0.2
tt0015949,tt0016975,2,1,5,0.0,0.2,0.2
tt0015949,tt0017458,2,1,5,0.0,0.2,0.2
tt0015949,tt0018423,2,1,5,2.25,0.2,0.2
tt0016333,tt0016975,2,1,5,2.5,0.2,0.2
tt0016333,tt0018423,2,1,5,4.75,0.2,0.2
tt0016975,tt0017458,2,1,5,0.0,0.2,0.2
tt0016975,tt0018084,2,1,5,0.0,0.2,0.2
tt0016975,tt0018423,2,1,5,2.25,0.2,0.2
tt0017458,tt0018084,2,1,5,0.0,0.2,0.2
tt0017458,tt0018423,2,1,5,2.25,0.2,0.2
tt0018084,tt0018423,2,1,5,2.25,0.2,0.2
tt0019753,tt0019826,2,1,5,0.0,0.2,0.2
tt0007163,tt0014766,2,1,5,0.0,0.2,0.2
tt0008993,tt0010694,2,0,4,3.15,0.25,0.25
tt0008993,tt0010999,2,0,4,0.0,0.25,0.25
tt0008993,tt0013091,2,0,4,2.7,0.25,0.25
tt0008993,tt0013716,2,1,5,3.25,0.2,0.2
tt0008993,tt0014858,2,0,4,3.65,0.25,0.25
tt0009177,tt0009354,2,1,5,3.3,0.2,0.2
tt0009177,tt0011563,2,2,6,0.0,0.166667,0.166667
tt0009177,tt0012656,2,1,5,0.0,0.2,0.2
tt0009177,tt0013648,2,1,5,0.0,0.2,0.2
tt0009177,tt0013721,2,1,5,0.0,0.2,0.2
tt0009177,tt0014624,2,1,5,3.45,0.2,0.2
tt0009177,tt0014858,2,1,5,3.65,0.2,0.2
tt0009177,tt0015254,2,1,5,0.0,0.2,0.2
tt0009177,tt0015509,2,1,5,0.0,0.2,0.2
tt0009177,tt0015798,2,1,5,0.0,0.2,0.2
tt0009177,tt0015839,2,1,5,0.0,0.2,0.2
tt0009177,tt0020250,2,0,4,0.0,0.25,0.25
tt0009223,tt0010277,2,1,5,0.0,0.2,0.2
tt0009354,tt0010261,2,1,5,3.3,0.2,0.2
tt0009354,tt0010869,2,1,5,3.3,0.2,0.2
tt0009354,tt0011141,2,1,5,3.3,0.2,0.2
tt0009354,tt0012035,2,1,5,3.3,0.2,0.2
tt0009354,tt0013721,2,1,5,3.3,0.2,0.2
tt0009354,tt0014624,2,1,5,6.75,0.2,0.2
tt0009354,tt0015839,2,1,5,3.3,0.2,0.2
tt0009354,tt0017026,2,1,5,3.3,0.2,0.2
tt0009354,tt0020250,2,0,4,3.3,0.25,0.25
tt0009898,tt0016299,2,0,4,0.0,0.25,0.25
tt0010230,tt0014246,2,1,5,0.0,0.2,0.2
tt0010277,tt0010869,2,1,5,0.0,0.2,0.2
tt0010277,tt0010999,2,1,5,0.0,0.2,0.2
tt0010277,tt0012878,2,1,5,0.0,0.2,0.2
tt0010277,tt0015254,2,1,5,0.0,0.2,0.2
tt0010277,tt0015403,2,1,5,0.0,0.2,0.2
tt0010277,tt0015839,2,1,5,0.0,0.2,0.2
tt0010369,tt0012977,2,1,5,0.0,0.2,0.2
tt0010369,tt0013648,2,2,6,0.0,0.166667,0.166667
tt0010395,tt0013716,2,1,5,3.25,0.2,0.2
tt0010395,tt0019027,2,0,4,0.0,0.25,0.25
tt0010395,tt0025729,2,0,4,1.75,0.25,0.25
tt0010575,tt0025729,2,1,5,1.75,0.2,0.2
tt0010694,tt0013716,2,1,5,6.4,0.2,0.2
tt0010694,tt0014430,2,1,5,3.15,0.2,0.2
tt0010999,tt0014858,2,1,5,3.65,0.2,0.2
tt0010999,tt0021139,2,1,5,2.95,0.2,0.2
tt0011141,tt0017026,2,1,5,0.0,0.2,0.2
tt0011300,tt0015488,2,1,5,0.0,0.2,0.2
tt0011563,tt0012419,2,1,5,0.0,0.2,0.2
tt0011563,tt0012656,2,1,5,0.0,0.2,0.2
tt0011563,tt0013648,2,1,5,0.0,0.2,0.2
tt0011563,tt0013716,2,2,6,3.25,0.166667,0.166667
tt0011563,tt0014246,2,1,5,0.0,0.2,0.2
tt0011563,tt0014858,2,1,5,3.65,0.2,0.2
tt0011951,tt0012549,2,1,5,0.0,0.2,0.2
tt0011996,tt0012035,2,1,5,0.0,0.2,0.2
tt0011996,tt0012878,2,1,5,0.0,0.2,0.2
tt0011996,tt0015254,2,1,5,0.0,0.2,0.2
tt0011996,tt0015839,2,1,5,0.0,0.2,0.2
tt0011996,tt0019027,2,0,4,0.0,0.25,0.25
tt0012035,tt0015839,2,1,5,0.0,0.2,0.2
tt0012035,tt0017026,2,1,5,0.0,0.2,0.2
tt0012549,tt0014624,2,1,5,3.45,0.2,0.2
tt0012571,tt0013091,2,0,4,2.7,0.25,0.25
tt0012656,tt0014858,2,1,5,3.65,0.2,0.2
tt0012878,tt0012883,2,1,5,0.0,0.2,0.2
tt0012878,tt0015221,2,0,4,0.0,0.25,0.25
tt0012878,tt0015254,2,1,5,0.0,0.2,0.2
tt0012878,tt0017026,2,1,5,0.0,0.2,0.2
tt0012883,tt0013721,2,1,5,0.0,0.2,0.2
tt0012883,tt0015221,2,0,4,0.0,0.25,0.25
tt0012883,tt0015403,2,1,5,0.0,0.2,0.2
tt0012883,tt0015488,2,1,5,0.0,0.2,0.2
tt0013048,tt0020250,2,0,4,0.0,0.25,0.25
tt0013091,tt0013716,2,1,5,5.95,0.2,0.2
tt0013138,tt0015509,2,0,4,0.0,0.25,0.25
tt0013138,tt0015798,2,1,5,0.0,0.2,0.2
tt0013138,tt0018276,2,0,4,0.0,0.25,0.25
tt0013721,tt0014624,2,1,5,3.45,0.2,0.2
tt0013721,tt0015839,2,1,5,0.0,0.2,0.2
tt0013721,tt0020250,2,0,4,0.0,0.25,0.25
tt0014123,tt0015403,2,1,5,0.0,0.2,0.2
tt0014123,tt0015839,2,1,5,0.0,0.2,0.2
tt0014123,tt0020943,2,1,5,0.0,0.2,0.2
tt0014246,tt0015254,2,1,5,0.0,0.2,0.2
tt0014246,tt0015509,2,1,5,0.0,0.2,0.2
tt0014246,tt0015798,2,1,5,0.0,0.2,0.2
tt0014430,tt0014858,2,1,5,3.65,0.2,0.2
tt0014430,tt0016927,2,1,5,3.0,0.2,0.2
tt0014624,tt0015488,2,1,5,3.45,0.2,0.2
tt0014624,tt0015839,2,1,5,3.45,0.2,0.2
tt0014624,tt0020250,2,0,4,3.45,0.25,0.25
tt0014858,tt0015403,2,1,5,3.65,0.2,0.2
tt0014858,tt0016927,2,1,5,6.65,0.2,0.2
tt0015403,tt0016927,2,2,6,3.0,0.166667,0.166667
tt0015403,tt0020943,2,2,6,0.0,0.166667,0.166667
tt0015488,tt0015509,2,1,5,0.0,0.2,0.2
tt0015509,tt0018276,2,1,5,0.0,0.2,0.2
tt0015509,tt0020250,2,0,4,0.0,0.25,0.25
tt0015775,tt0016927,2,1,5,6.45,0.2,0.2
tt0015839,tt0020250,2,0,4,0.0,0.25,0.25
tt0019027,tt0025729,2,0,4,1.75,0.25,0.25
tt0021139,tt0025729,2,2,6,4.7,0.166667,0.166667
tt0004992,tt0006456,2,0,4,3.5,0.25,0.25
tt0004992,tt0008280,2,1,5,0.0,0.2,0.2
tt0005666,tt0006398,2,1,5,0.0,0.2,0.2
tt0005666,tt0006456,2,0,4,3.5,0.25,0.25
tt0005666,tt0007241,2,1,5,0.0,0.2,0.2
tt0006398,tt0006716,2,1,5,1.8,0.2,0.2
tt0006398,tt0007079,2,1,5,0.0,0.2,0.2
tt0006398,tt0007426,2,1,5,0.0,0.2,0.2
tt0006398,tt0008125,2,1,5,0.0,0.2,0.2
tt0006462,tt0006716,2,1,5,1.8,0.2,0.2
tt0006462,tt0007834,2,0,4,0.0,0.25,0.25
tt0006462,tt0014195,2,1,5,0.0,0.2,0.2
tt0006716,tt0007861,2,1,5,1.8,0.2,0.2
tt0006716,tt0008785,2,2,6,1.8,0.166667,0.166667
tt0006716,tt0014195,2,2,6,1.8,0.166667,0.166667
tt0007079,tt0007861,2,1,5,0.0,0.2,0.2
tt0007079,tt0008125,2,1,5,0.0,0.2,0.2
tt0007079,tt0008280,2,1,5,0.0,0.2,0.2
tt0007079,tt0012535,2,2,6,0.0,0.166667,0.166667
tt0007079,tt0012898,2,2,6,1.75,0.166667,0.166667
tt0007426,tt0007861,2,1,5,0.0,0.2,0.2
tt0007426,tt0008125,2,1,5,0.0,0.2,0.2
tt0007698,tt0008125,2,1,5,2.6,0.2,0.2
tt0007698,tt0008249,2,1,5,2.6,0.2,0.2
tt0007698,tt0008280,2,1,5,2.6,0.2,0.2
tt0007698,tt0008785,2,2,6,2.6,0.166667,0.166667
tt0007698,tt0009719,2,1,5,2.6,0.2,0.2
tt0007834,tt0007838,2,0,4,0.0,0.25,0.25
tt0007834,tt0007861,2,0,4,0.0,0.25,0.25
tt0007834,tt0008280,2,0,4,0.0,0.25,0.25
tt0007834,tt0014195,2,1,5,0.0,0.2,0.2
tt0007861,tt0008280,2,1,5,0.0,0.2,0.2
tt0007861,tt0008557,2,2,6,0.0,0.166667,0.166667
tt0007861,tt0008785,2,1,5,0.0,0.2,0.2
tt0007861,tt0009647,2,1,5,0.0,0.2,0.2
tt0008125,tt0008249,2,1,5,0.0,0.2,0.2
tt0008125,tt0008785,2,1,5,0.0,0.2,0.2
tt0008125,tt0014195,2,1,5,0.0,0.2,0.2
tt0008249,tt0008557,2,1,5,0.0,0.2,0.2
tt0008249,tt0009647,2,1,5,0.0,0.2,0.2
tt0008280,tt0008880,2,1,5,0.0,0.2,0.2
tt0008280,tt0009164,2,1,5,0.0,0.2,0.2
tt0008280,tt0012898,2,1,5,1.75,0.2,0.2
tt0008280,tt0013395,2,1,5,0.0,0.2,0.2
tt0008557,tt0008785,2,2,6,0.0,0.166667,0.166667
tt0008557,tt0009719,2,1,5,0.0,0.2,0.2
tt0008785,tt0009647,2,2,6,0.0,0.166667,0.166667
tt0008785,tt0014195,2,2,6,0.0,0.166667,0.166667
tt0008851,tt0009267,2,2,6,5.7,0.166667,0.166667
tt0008851,tt0009795,2,1,5,3.4,0.2,0.2
tt0008851,tt0009831,2,1,5,3.4,0.2,0.2
tt0008851,tt0023848,2,0,4,6.3,0.25,0.25
tt0008851,tt0024763,2,0,4,6.8,0.25,0.25
tt0008880,tt0009164,2,2,6,0.0,0.166667,0.166667
tt0008880,tt0009267,2,1,5,2.3,0.2,0.2
tt0008880,tt0009455,2,2,6,0.0,0.166667,0.166667
tt0008880,tt0009719,2,1,5,0.0,0.2,0.2
tt0008880,tt0010921,2,2,6,0.0,0.166667,0.166667
tt0008880,tt0012898,2,2,6,1.75,0.166667,0.166667
tt0008880,tt0013395,2,2,6,0.0,0.166667,0.166667
tt0008999,tt0009795,2,1,5,0.0,0.2,0.2
tt0008999,tt0010088,2,1,5,2.65,0.2,0.2
tt0009164,tt0009455,2,2,6,0.0,0.166667,0.166667
tt0009164,tt0012898,2,2,6,1.75,0.166667,0.166667
tt0009164,tt0013395,2,2,6,0.0,0.166667,0.166667
tt0009225,tt0009267,2,1,5,2.3,0.2,0.2
tt0009225,tt0010921,2,1,5,0.0,0.2,0.2
tt0009267,tt0009455,2,1,5,2.3,0.2,0.2
tt0009267,tt0009719,2,1,5,2.3,0.2,0.2
tt0009267,tt0010296,2,0,4,2.3,0.25,0.25
tt0009267,tt0010921,2,1,5,2.3,0.2,0.2
tt0009267,tt0011698,2,1,5,2.3,0.2,0.2
tt0009267,tt0023848,2,0,4,5.2,0.25,0.25
tt0009267,tt0024763,2,0,4,5.7,0.25,0.25
tt0009455,tt0009719,2,1,5,0.0,0.2,0.2
tt0009455,tt0011698,2,2,6,0.0,0.166667,0.166667
tt0009719,tt0011698,2,1,5,0.0,0.2,0.2
tt0009831,tt0023785,2,2,6,3.35,0.166667,0.166667
tt0009831,tt0023848,2,0,4,2.9,0.25,0.25
tt0010048,tt0010253,2,1,5,0.0,0.2,0.2
tt0010048,tt0011698,2,2,6,0.0,0.166667,0.166667
tt0010253,tt0011698,2,1,5,0.0,0.2,0.2
tt0010296,tt0010921,2,2,6,0.0,0.166667,0.166667
tt0010436,tt0011177,2,0,4,0.0,0.25,0.25
tt0010436,tt0011698,2,1,5,0.0,0.2,0.2
tt0010436,tt0013395,2,1,5,0.0,0.2,0.2
tt0010618,tt0010921,2,2,6,0.0,0.166667,0.166667
tt0010618,tt0011698,2,2,6,0.0,0.166667,0.166667
tt0010921,tt0026595,2,2,6,3.3,0.166667,0.166667
tt0011177,tt0012535,2,1,5,0.0,0.2,0.2
tt0011177,tt0012898,2,1,5,1.75,0.2,0.2
tt0011177,tt0013395,2,1,5,0.0,0.2,0.2
tt0011510,tt0012535,2,0,4,0.0,0.25,0.25
tt0011510,tt0023785,2,0,4,3.35,0.25,0.25
tt0011510,tt0026595,2,1,5,3.3,0.2,0.2
tt0011698,tt0013395,2,2,6,0.0,0.166667,0.166667
tt0012300,tt0012371,2,1,5,0.0,0.2,0.2
tt0012300,tt0012396,2,0,4,0.0,0.25,0.25
tt0012396,tt0014195,2,1,5,0.0,0.2,0.2
tt0012396,tt0024763,2,2,6,3.4,0.166667,0.166667
tt0012396,tt0026705,2,1,5,3.25,0.2,0.2
tt0012535,tt0012898,2,2,6,1.75,0.166667,0.166667
tt0012898,tt0013395,2,2,6,1.75,0.166667,0.166667
tt0023785,tt0024609,2,2,6,6.4,0.166667,0.166667
tt0023785,tt0026595,2,1,5,6.65,0.2,0.2
tt0023785,tt0027684,2,0,4,6.45,0.25,0.25
tt0023785,tt0027719,2,1,5,6.7,0.2,0.2
tt0023848,tt0024609,2,1,5,5.95,0.2,0.2
tt0023848,tt0024763,2,0,4,6.3,0.25,0.25
tt0023848,tt0027719,2,0,4,6.25,0.25,0.25
tt0024340,tt0029252,2,1,5,6.45,0.2,0.2
tt0024609,tt0027719,2,1,5,6.4,0.2,0.2
tt0024763,tt0026705,2,1,5,6.65,0.2,0.2
tt0026421,tt0029267,2,2,6,6.15,0.166667,0.166667
tt0026421,tt0029347,2,1,5,6.75,0.2,0.2
tt0026595,tt0028010,2,2,6,7.25,0.166667,0.166667
tt0026595,tt0028679,2,2,6,6.25,0.166667,0.166667
tt0026621,tt0026705,2,1,5,6.6,0.2,0.2
tt0026621,tt0027719,2,0,4,6.7,0.25,0.25
tt0027684,tt0029252,2,1,5,6.25,0.2,0.2
tt0028010,tt0028373,2,2,6,7.25,0.166667,0.166667
tt0028010,tt0029234,2,2,6,6.5,0.166667,0.166667
tt0028373,tt0029347,2,1,5,6.65,0.2,0.2
tt0029196,tt0029252,2,1,5,6.0,0.2,0.2
tt0029234,tt0029347,2,1,5,5.9,0.2,0.2
tt0014448,tt0015999,2,0,4,0.0,0.25,0.25
tt0014448,tt0019515,2,0,4,3.3,0.25,0.25
tt0014448,tt0020482,2,0,4,0.0,0.25,0.25
tt0015999,tt0020482,2,0,4,0.0,0.25,0.25
tt0018962,tt0019515,2,0,4,5.7,0.25,0.25
