tconst,titulo,ano,generos,nota,diretores
tt0026605,The Last Days of Pompeii,1935,"Adventure,Drama",6.4,nm0774325
tt0026606,The Last Journey,1935,"Crime,Drama",6.7,nm0615868
tt0026607,The Last Outpost,1935,"Action,Adventure,Romance",6.0,nm0059106|nm0309163
tt0026608,The Last of the Clintons,1935,"Drama,Western",5.9,nm0292134
tt0026609,Last of the Pagans,1935,"Adventure,Drama,Romance",6.0,nm0861703
tt0026610,Late Extra,1935,"Crime,Drama",5.8,nm0662032
tt0026611,Law Beyond the Range,1935,"Drama,Western",6.8,nm0066247
tt0026612,The Law of the 45's,1935,"Drama,Western",5.1,nm0565187
tt0026613,Lawless Border,1935,"Drama,Western",,nm0565187
tt0026614,Lawless Range,1935,"Drama,Western",5.0,nm0102908
tt0026615,Lawless Riders,1935,"Drama,Western",6.8,nm0071560
tt0026616,Lazybones,1935,"Comedy,Romance",5.2,nm0003836
tt0026618,Light Cavalry,1935,Drama,6.8,nm0387791
tt0026619,Lend Me Your Husband,1935,Comedy,5.8,nm0371741
tt0026621,Let 'em Have It,1935,"Crime,Drama",6.7,nm0939992
tt0026623,Men on Wings,1935,"Drama,Romance",6.9,nm0707264
tt0026624,Die letzten Vier von Santa Cruz,1936,Drama,7.6,nm0459801
tt0026626,Liebeslied,1935,,,nm0117932
tt0026627,Liebesträume,1935,,,nm0384830
tt0026628,Lieut. Daring R.N.,1935,Adventure,2.2,nm0219068
tt0026629,Life Begins at 40,1935,Comedy,6.7,nm0550892
tt0026631,Liselotte von der Pfalz,1935,"Drama,History",6.5,nm0296193
tt0026632,Little Big Shot,1935,"Comedy,Crime,Drama",6.3,nm0002031
tt0026636,Little Men,1934,Drama,6.0,nm0005847
tt0026637,The Healer,1935,Drama,6.2,nm0054977
tt0026639,Little Sinner,1938,,7.7,nm0091380
tt0026641,The Littlest Rebel,1935,"Comedy,Drama,Family",6.7,nm0124877
tt0026643,The Lives of a Bengal Lancer,1935,"Adventure,Drama,War",7.0,nm0368871
tt0026644,Living on Velvet,1935,"Drama,Romance",5.8,nm0097648
tt0026645,Lockspitzel Asew,1935,,,nm0433292
tt0026646,The Lone Wolf Returns,1935,"Adventure,Crime,Drama",6.6,nm0624756
tt0026647,Look Up and Laugh,1935,"Comedy,Musical",5.9,nm0212704
tt0026648,The Magnificent Rogue,1935,"Drama,History",4.9,nm0109264
tt0026649,Lorna Doone,1934,"Adventure,Drama,Romance",5.5,nm0212704
tt0026650,Loser's End,1935,"Drama,Western",5.1,nm0712748
tt0026653,Lottery Lover,1935,"Comedy,Music,Romance",6.5,nm0857949
tt0026654,Love Me Forever,1935,"Drama,Musical,Romance",6.0,nm0006276
tt0026655,The Love Test,1935,"Comedy,Romance",5.8,nm0003836
tt0026656,Love in Bloom,1935,"Comedy,Music,Romance",5.9,nm0637790
tt0026657,Loves of a Dictator,1935,"History,Romance",6.5,nm0767701
tt0026658,La luce del mondo,1935,,,nm0726729
tt0026660,Lucrezia Borgia,1935,"Drama,History,Romance",6.1,nm0304098
tt0026661,Luponini de Chicago,1935,"Action,Adventure,Comedy",7.3,nm0092168
tt0026662,Lärm um Weidemann,1935,,,nm0406108
tt0026663,Mad Love,1935,"Horror,Romance,Sci-Fi",7.2,nm0005713
tt0026664,Madre Alegría,1937,,,nm0118272
tt0026666,Maestro Landi,1935,,,nm0287506
tt0026667,Magnificent Obsession,1935,"Drama,Romance",6.8,nm0821472
tt0026668,Make a Million,1935,Comedy,5.9,nm0172485
tt0026670,El malvado Carabel,1935,Drama,6.1,nm0627438
tt0026671,The Man Who Broke the Bank at Monte Carlo,1935,"Comedy,Drama,Romance",6.4,nm0731596
tt0026672,The Man Without a Face,1935,Drama,6.4,nm0454734
tt0026673,The Man from Guntown,1935,"Drama,Western",7.1,nm0066247
tt0026674,Man of Iron,1935,Drama,5.7,nm0568915
tt0026675,Man of the Moment,1935,"Comedy,Romance",6.2,nm0052217
tt0026676,Man on the Flying Trapeze,1935,"Comedy,Crime,Mystery",7.5,nm0115669
tt0026677,Love Manoeuvres,1935,"Comedy,Romance",6.6,nm0637450|nm0866299
tt0026679,Manhattan Moon,1935,"Comedy,Drama,Music",,nm0908234
tt0026680,Der Mann mit der Pranke,1935,"Crime,Romance",,nm0886377
tt0026682,Oyuki the Virgin,1935,"Drama,War",6.7,nm0003226
tt0026684,The Marines Are Coming,1934,"Action,Drama,Romance",5.1,nm0397227
tt0026685,Mark of the Vampire,1935,"Horror,Mystery",6.3,nm0115218
tt0026686,The Marriage Bargain,1935,"Crime,Drama",,nm0712730
tt0026687,Martín Garatuza,1935,Drama,,nm0814957
tt0026688,"Mary Burns, Fugitive",1935,"Crime,Drama,Mystery",6.8,nm0397678
tt0026689,Mary Jane's Pa,1935,Drama,6.5,nm0445033
tt0026690,She-devil Island,1936,"Adventure,Drama,Romance",7.7,nm0786470
tt0026691,Maybe It's Love,1935,"Comedy,Drama,Romance",5.8,nm0568915
tt0026692,Mazurka,1935,Drama,7.3,nm0286924
tt0026693,McFadden's Flats,1935,Comedy,6.9,nm0614634
tt0026694,Me and Marlborough,1935,"Comedy,Musical,Mystery",6.1,nm0767701
tt0026695,Mein Leben für Maria Isabell,1935,,2.7,nm0913297
tt0026696,The Melody Lingers On,1935,"Drama,Musical,Romance",,nm0123556
tt0026697,Melody Trail,1935,"Drama,Music,Western",5.7,nm0437356
tt0026699,Men Without Names,1935,"Action,Crime,Drama",6.7,nm0614634
tt0026700,Men of Action,1935,Drama,5.5,nm0416258
tt0026701,Men of the Hour,1935,"Action,Drama,Mystery",,nm0385171
tt0026703,Merlusse,1935,"Comedy,Drama",6.9,nm0656528
tt0026705,Metropolitan,1935,"Drama,Musical,Romance",6.5,nm0092915
tt0026711,Midnight Phantom,1935,Mystery,4.6,nm0712748
tt0026713,Midshipman Easy,1935,Adventure,5.5,nm0715346
tt0026714,A Midsummer Night's Dream,1935,"Comedy,Fantasy,Romance",6.8,nm0226189|nm0718121
tt0026715,Milizia territoriale,1936,Comedy,,nm0094801
tt0026716,Millions in the Air,1935,Comedy,7.1,nm0564971
tt0026717,Mills of the Gods,1934,"Adventure,Drama",6.3,nm0624756
tt0026718,Mimi,1935,"Drama,Romance",5.2,nm0825596
tt0026720,The Miracle Rider,1935,"Drama,Western",6.6,nm0247484|nm0769585
tt0026721,Miss Pacific Fleet,1935,Comedy,6.0,nm0258015
tt0026723,Mississippi,1935,"Comedy,Musical",6.5,nm0840042
tt0026724,Mister Dynamite,1935,"Action,Adventure,Crime",5.7,nm0189076
tt0026725,Les Misérables,1935,"Drama,History,Romance",7.6,nm0092915
tt0026730,The Morals of Marcus,1935,Comedy,6.4,nm0541766
tt0026731,Motive for Revenge,1935,"Crime,Drama,Mystery",5.1,nm0528894
tt0026734,Mr. What's-His-Name?,1935,Comedy,,nm0408433
tt0026736,Una mujer en peligro,1936,Comedy,,nm0764373
tt0026737,The Count of the Old Town,1935,"Comedy,Romance",6.0,nm0002158
tt0026739,The Murder Man,1935,"Crime,Drama,Mystery",6.8,nm0924065
tt0026740,Murder by Television,1935,"Mystery,Thriller",4.2,nm0762616
tt0026741,Murder in Harlem,1935,"Drama,Mystery",4.8,
tt0026742,Murder in the Fleet,1935,"Comedy,Drama,Mystery",5.5,nm0781292
tt0026743,"Maria Marten, or the Murder in the Red Barn",1935,"Crime,Drama",5.9,nm0743099
tt0026744,Murder on a Honeymoon,1935,"Comedy,Drama,Mystery",6.7,nm0180987
tt0026746,Music Hath Charms,1936,Musical,6.2,nm0072872
tt0026747,Music Is Magic,1935,"Comedy,Drama,Music",6.0,nm0550892
tt0026750,Der mutige Seefahrer,1935,Comedy,,nm0220131
tt0026751,Mutiny Ahead,1935,"Action,Adventure,Drama",4.8,nm0040658
tt0026752,Mutiny on the Bounty,1935,"Adventure,Biography,Drama",7.6,nm0515979
tt0026754,Het mysterie van de Mondscheinsonate,1935,"Crime,Drama,Mystery",5.6,nm0314777
tt0026755,The Mysterious Mr. Wong,1934,"Crime,Mystery",4.7,nm0631438
tt0026756,The Mystery Man,1935,"Action,Adventure,Crime",5.6,nm0564971
tt0026757,Mystery Woman,1935,Crime,6.8,nm0285946
tt0026758,Mystery of Edwin Drood,1935,"Crime,Drama,Horror",6.4,nm0908234
tt0026759,Phantom Ship,1935,"Drama,Horror,Mystery",5.4,nm0166700
tt0026760,Mysteries of Paris,1935,Drama,,nm0304221
tt0026761,Das Mädchen Johanna,1935,"Biography,Drama,History",5.6,nm0879802
tt0026762,The Girl from the Marsh Croft,1935,Drama,6.9,nm0802862
tt0026763,Ein Mädel aus guter Familie,1935,,,nm0091380|nm0611124
tt0026764,A Night of Change,1935,Drama,2.5,nm0220131
tt0026766,A nagymama,1935,Drama,4.9,nm0350583
tt0026768,Naughty Marietta,1935,"Drama,Musical,Romance",6.5,
tt0026769,Navy Wife,1935,"Drama,Romance",5.8,nm0245385
tt0026771,Never Too Late,1935,"Crime,Drama",5.2,nm0712748
tt0026772,The New Adventures of Tarzan,1935,"Action,Adventure,Crime",5.3,nm0474631
tt0026774,The New Frontier,1935,"Action,Adventure,Drama",5.4,nm0682744
tt0026775,The Night Is Young,1935,"Drama,Musical,Romance",6.3,nm0614225
tt0026776,Night Life of the Gods,1935,"Comedy,Fantasy,Romance",5.9,nm0792514
tt0026778,A Night at the Opera,1935,"Comedy,Music,Musical",7.8,nm0939992
tt0026779,A Night at the Ritz,1935,Comedy,5.4,nm0568915
tt0026781,The Nitwits,1935,"Comedy,Crime,Music",5.8,nm0828419
tt0026782,El niño de las monjas,1935,,,nm0118272
tt0026784,No Limit,1935,"Comedy,Musical,Sport",6.4,nm0052217
tt0026785,No Man's Range,1935,"Drama,Western",6.3,nm0102908
tt0026786,No Monkey Business,1935,Comedy,5.2,nm0890085
tt0026787,No More Ladies,1935,"Comedy,Romance",6.1,nm0341486
tt0026789,Nobleza baturra,1935,Drama,6.2,nm0721074
tt0026790,North of Arizona,1935,Western,4.8,nm0916125
tt0026791,Northern Frontier,1935,"Drama,Western",5.7,nm0627864
tt0026792,A Notorious Gentleman,1935,Drama,7.1,nm0480676
tt0026794,Now or Never,1935,Drama,4.2,nm0712748
tt0026797,The Nut Farm,1935,Comedy,5.2,nm0114266
tt0026799,O'Shaughnessy's Boy,1935,Drama,6.3,nm0092915
tt0026801,The Eighth Commandment,1937,,,nm0691692
tt0026804,"Oh, What a Night",1935,Comedy,,nm0724543
tt0026805,Oil for the Lamps of China,1935,"Drama,Romance",6.4,nm0503777
tt0026807,Az okos mama,1935,Comedy,6.8,nm0617358
tt0026808,Old Faithful,1935,Drama,,nm0737053
tt0026810,The Old Homestead,1935,Comedy,6.6,nm0631438
tt0026811,Old Man Rhythm,1935,"Comedy,Music,Romance",5.7,nm0524995
tt0026814,Old Roses,1935,Crime,,nm0537781
tt0026817,On Probation,1935,Drama,4.1,nm0404431
tt0026819,One Frightened Night,1935,"Comedy,Horror,Mystery",6.0,nm0127511
tt0026820,One Good Turn,1936,Comedy,5.4,nm0332531
tt0026821,One Hour Late,1934,"Comedy,Music,Romance",6.7,nm0614634
tt0026822,One More Spring,1935,"Comedy,Drama",6.9,nm0454771
tt0026823,One New York Night,1935,"Comedy,Mystery",6.1,nm0176699
tt0026825,One-Way Ticket,1935,"Crime,Drama,Romance",5.8,nm0080868
tt0026826,Op stap,1935,"Comedy,Musical",6.4,nm0002862
tt0026829,Orchids to You,1935,"Drama,Mystery,Romance",6.2,nm0782682
tt0026830,The Downfall of Osen,1935,Drama,7.1,nm0003226
tt0026831,Three Sisters with Maiden Hearts,1935,Drama,7.1,nm0621540
tt0026835,Our Little Girl,1935,"Comedy,Drama,Family",6.3,nm0731910
tt0026836,The Outlaw Deputy,1935,"Drama,Western",7.1,nm0112897
tt0026837,Outlaw Rule,1935,"Drama,Western",,nm0523994
tt0026838,Outlawed Guns,1935,"Drama,Western",6.3,nm0853028
tt0026839,Paddy O'Day,1936,"Comedy,Drama,Music",5.9,nm0782597
tt0026840,Page Miss Glory,1935,"Comedy,Romance",6.7,nm0503777
tt0026841,The Page of the Hotel Dalmasse,1933,Comedy,6.6,nm0418131
tt0026843,Pals of the Range,1935,"Drama,Western",3.1,nm0166730
tt0026845,Hen Pecked Husbands,1934,,,nm0766581
tt0026846,Paradise Canyon,1935,"Action,Drama,Western",5.1,nm0682744
tt0026847,Paradise Recovered,1935,,,nm0351506
tt0026849,Paris in Spring,1935,"Comedy,Music,Romance",5.4,nm0587277
tt0026852,Party Wire,1935,"Drama,Mystery,Romance",6.6,nm0448915
tt0026853,Passaporto rosso,1935,Drama,5.8,nm0109264
tt0026854,The Passing of the Third Floor Back,1935,"Comedy,Drama,Fantasy",7.0,nm0896826
tt0026855,Pasteur,1935,"Biography,Drama,History",6.1,nm0347589|nm0729524
tt0026856,The Payoff,1935,"Crime,Drama,Romance",5.6,nm0282984
tt0026857,The Pecos Kid,1935,"Drama,Western",5.2,nm0292134
tt0026858,Peg of Old Drury,1935,"Drama,History,Romance",5.5,
tt0026859,Pension Mimosas,1935,Drama,7.0,nm0275494
tt0026860,People Will Talk,1935,"Comedy,Romance",6.7,nm0763453
tt0026861,The People's Enemy,1935,"Action,Crime,Drama",5.6,nm0928108
tt0026862,Pepo,1935,Drama,6.5,nm0067384
tt0026863,The Perfect Clue,1935,"Comedy,Crime,Romance",5.8,nm0897085
tt0026864,The Perfect Gentleman,1935,"Comedy,Drama,Romance",6.5,nm0924065
tt0026865,Personal Maid's Secret,1935,"Comedy,Drama,Romance",6.5,nm0172151
tt0026866,Peter Ibbetson,1935,"Drama,Fantasy,Romance",6.9,nm0368871
tt0026867,The Phantom Empire,1935,"Family,Sci-Fi,Western",6.1,nm0112897|nm0247484
tt0026868,The Phantom Light,1935,"Crime,Mystery,Thriller",6.2,nm0003836
tt0026873,A Big Guy,1936,,,nm0636494
tt0026874,Three Women,1936,"Drama,Romance,War",6.8,nm0036769
tt0026876,Die Pompadour,1935,,6.9,nm0006278
tt0026882,Port of Lost Dreams,1934,"Crime,Drama,Romance",5.7,nm0833965
tt0026885,Posledniy port,1935,,,nm0466135
tt0026886,Powdersmoke Range,1935,"Drama,Western",6.5,nm0289297
tt0026889,The Price of a Song,1935,"Crime,Drama",5.5,nm0003836
tt0026890,Princess O'Hara,1935,"Comedy,Drama",6.9,nm0123556
tt0026892,The Private Secretary,1935,Comedy,6.3,nm0250038
tt0026893,Private Worlds,1935,Drama,6.4,nm0478441
tt0026895,Public Hero Number 1,1935,"Crime,Drama",6.7,nm0747844
tt0026897,The Public Menace,1935,"Comedy,Drama,Romance",6.4,nm0448915
tt0026898,Public Opinion,1935,"Drama,Musical,Romance",6.4,nm0833965
tt0026899,Punks Arrives from America,1935,,7.7,nm0552609
tt0026900,As Pupilas do Senhor Reitor,1935,"Drama,Romance",6.1,nm0500749
tt0026901,Pursuit,1935,"Action,Comedy,Romance",5.9,nm0547446
tt0026903,Queen of the Jungle,1935,"Adventure,Comedy,Fantasy",4.1,nm0384616
tt0026904,Those Two,1935,Comedy,6.0,nm0726729
tt0026908,Rainbow Valley,1935,"Drama,Western",5.3,nm0102908
tt0026909,Rainbow's End,1935,"Drama,Western",5.4,nm5843278
tt0026910,The Rainmakers,1935,"Comedy,Musical,Romance",5.9,nm0347451
tt0026911,Rataplán,1935,,,nm0255980
tt0026912,The Raven,1935,"Crime,Horror",6.8,nm0484645
tt0026913,The King's Jester,1936,Drama,,nm0345500
tt0026914,Reckless,1935,"Comedy,Drama,Musical",6.4,nm0281808
tt0026915,Reckless Roads,1935,Drama,,nm0528894
tt0026916,The Red Blood of Courage,1935,"Drama,Western",5.3,nm0257638
tt0026917,Red Hot Tires,1935,"Crime,Drama",5.7,nm0496505
tt0026918,Red Morning,1934,"Drama,Romance",5.9,nm0289297
tt0026919,Red Salute,1935,Comedy,5.9,nm0485647
tt0026920,Redheads on Parade,1935,"Comedy,Musical,Romance",6.6,nm0572851
tt0026921,Remember Last Night?,1935,"Comedy,Mystery",6.5,nm0001843
tt0026922,Rendezvous,1935,"Comedy,Drama,War",6.6,nm0397678
tt0026923,Rendezvous at Midnight,1935,"Crime,Mystery",6.0,nm0127511
tt0026924,Rescue Squad,1935,"Crime,Drama,Romance",6.0,nm0071560
tt0026926,The Return of Peter Grimm,1935,"Comedy,Drama,Fantasy",6.2,nm0629519
tt0026929,The Rider of the Law,1935,"Drama,Western",6.1,nm0102908
tt0026931,Riding Wild,1935,"Drama,Western",6.9,nm0783461
tt0026932,Riffraff,1935,"Crime,Drama,Romance",6.2,nm0747844
tt0026933,The Right Age to Marry,1935,Comedy,6.5,nm0737053
tt0026934,The Right to Live,1935,Drama,6.1,nm0445033
tt0026935,Rio Rattler,1935,"Drama,Western",6.3,nm0712748
tt0026937,Rip Roaring Riley,1935,"Action,Crime,Drama",5.8,nm0166730
tt0026938,The River House Mystery,1935,"Crime,Drama,Mystery",,nm0288341
tt0026939,The Riverside Murder,1935,"Crime,Mystery",5.8,nm0662032
tt0026940,The Roaring West,1935,Western,6.1,nm0853028
tt0026942,Roberta,1935,"Comedy,Musical,Romance",7.0,nm0782682
tt0026943,The Rocks of Valpre,1935,"Crime,Drama",4.9,nm0250038
tt0026945,Le roman d'un jeune homme pauvre,1936,"Drama,Romance",5.7,nm0304098
tt0026949,The Roof,1933,"Crime,Mystery",5.3,nm0178057
tt0026951,Der rote Reiter,1935,,1.6,nm0709864
tt0026952,Rough Riding Ranger,1935,"Drama,Western",4.4,nm0166730
tt0026953,Regal Cavalcade,1935,"Biography,Drama,History",6.9,nm0107543|nm0446054|nm0497961|nm0838820
tt0026955,Ruggles of Red Gap,1935,"Comedy,Mystery,Romance",7.6,nm0564970
tt0026956,Rumba,1935,"Drama,Music,Musical",5.8,nm0314351
tt0026957,Bound for Cairo,1935,Comedy,,nm0674398
tt0026959,Rustler's Paradise,1935,"Drama,Western",6.1,nm0292134
tt0026960,Rustlers of Red Dog,1935,"Drama,Western",7.0,nm0484645
tt0026962,Sagebrush Troubadour,1935,"Drama,Music,Western",6.2,nm0437356
tt0026963,Five Men in a Circus,1935,Drama,6.4,nm0621540
tt0026966,Sanders of the River,1935,"Adventure,Drama,Music",5.4,nm0466113
tt0026968,Schwarze Rosen,1935,Drama,4.4,nm0552871
tt0026969,Black Fighter Johanna,1934,Drama,3.2,nm0583206
tt0026970,The Scoundrel,1935,"Drama,Fantasy",6.1,nm0372942|nm0531269
tt0026971,A Scream in the Night,1935,"Crime,Drama,Mystery",4.3,nm0628345
tt0026972,Scrooge,1935,"Drama,Family,Fantasy",6.4,nm0250038
tt0026973,The Secret Bride,1934,Drama,6.1,nm0226189
tt0026974,El secreto de Ana María,1936,,,nm0016414
tt0026975,Secrets of Chinatown,1935,"Crime,Mystery,Thriller",5.0,nm0628345
tt0026976,The Serpent's Fang,1935,"Crime,Drama,Mystery",,nm0558127
tt0026977,Sesenta horas en el cielo,1935,,,nm0156669
tt0026978,Seven Keys to Baldpate,1935,"Comedy,Crime,Horror",6.0,nm0358213|nm0453245
tt0026979,Miss Trevelez,1936,Drama,,nm0627438
tt0026980,Shadow of Doubt,1935,"Comedy,Mystery",6.3,nm0782707
tt0026981,The Shadow of Silk Lennox,1935,"Crime,Drama",4.0,nm0456818
tt0026982,Shanghai,1935,"Drama,Romance",6.1,nm0282549
tt0026983,She,1935,"Adventure,Fantasy,Romance",6.4,nm0390226|nm0681635
tt0026984,She Couldn't Take It,1935,"Comedy,Romance",6.3,nm0307819
tt0026985,She Gets Her Man,1935,"Action,Comedy,Crime",5.7,nm0631438
tt0026986,She Married Her Boss,1935,"Comedy,History,Mystery",6.5,nm0478441
tt0026987,Ship Cafe,1935,"Comedy,Musical,Romance",6.0,nm0282984
tt0026988,Shipmates Forever,1935,"Drama,Musical,Romance",6.0,nm0097648
tt0026991,A Shot in the Dark,1935,"Mystery,Thriller",5.4,nm0006943
tt0026992,Show Them No Mercy!,1935,"Action,Crime,Drama",6.9,nm0550892
tt0026993,Sie und die Drei,1935,"Comedy,Crime",6.3,nm0418131
tt0026995,The Silence of Dean Maitland,1934,Drama,5.8,nm0151404
tt0026996,The Silent Passenger,1935,"Crime,Mystery",6.0,nm0219068
tt0026997,Silent Valley,1935,"Drama,Western",6.0,nm0712748
tt0026998,Silk Hat Kid,1935,"Action,Crime,Drama",6.6,nm0401680
tt0026999,The Silver Bullet,1935,"Drama,Western",6.1,nm0712748
tt0027000,The Silver Streak,1934,Drama,6.5,nm0040658
tt0027003,Sing Sing Nights,1934,"Crime,Drama,Mystery",4.8,nm0172485
tt0027006,Six Gun Justice,1935,"Drama,Western",5.8,nm0384616
tt0027007,Skull and Crown,1935,"Action,Adventure,Drama",5.6,nm0166730
tt0027008,Skybound,1935,"Action,Drama,Romance",5.1,nm1262881
tt0027009,Skärgårdsflirt,1935,Comedy,3.4,nm0097074
tt0027012,The Small Man,1935,Drama,,nm0062759
tt0027013,Smart Girl,1935,Drama,5.4,nm0780009
tt0027015,Smokey Smith,1935,"Drama,Western",6.8,nm0102908
tt0027016,Smålänningar,1935,"Comedy,Romance",4.8,nm0734845
tt0027017,Snushanerne,1936,Comedy,4.9,nm0491504|nm0641045
tt0027018,So Red the Rose,1935,"Drama,Romance,War",6.3,nm0896542
tt0027019,So You Won't Talk,1935,Comedy,,nm0064415
tt0027020,Society Doctor,1935,"Drama,Romance",6.0,nm0782707
tt0027021,Society Fever,1935,"Comedy,Romance",5.8,nm0833965
tt0027024,Someday,1935,Drama,5.6,nm0003836
tt0027026,Sons of Steel,1934,Drama,5.4,nm0006943
tt0027028,The Spanish Cape Mystery,1935,"Crime,Drama,Mystery",6.2,nm0172485
tt0027029,Special Agent,1935,"Drama,Mystery,Romance",6.4,nm0445033
tt0027033,Splendor,1935,"Comedy,Romance",6.2,nm0637790
tt0027034,Spring Tonic,1935,Comedy,5.9,nm0115669
tt0027036,Square Shooter,1935,"Drama,Western",6.1,nm0783461
tt0027037,Squibs,1935,"Comedy,Musical,Romance",5.9,nm0250038
tt0027038,Married Lady Needs Husband,1935,"Comedy,Romance",,nm0864006
tt0027040,Star of Midnight,1935,"Comedy,Mystery,Romance",6.7,nm0731596
tt0027041,Stars Over Broadway,1935,"Drama,Musical,Romance",5.7,nm0445033
tt0027042,Steamboat Round the Bend,1935,"Comedy,Drama,Romance",6.9,nm0000406
tt0027043,Stolen Harmony,1935,"Crime,Musical,Romance",6.4,nm0921288
tt0027044,Stone of Silver Creek,1935,"Drama,Western",6.3,nm0342417
tt0027046,Storm Over the Andes,1935,"Drama,War",5.5,nm0127511
tt0027047,Stormy,1935,"Action,Drama,Music",6.8,nm0484645
tt0027048,Stradivari,1935,Drama,3.6,nm0902006
tt0027049,Straight from the Heart,1935,Drama,,nm0063634
tt0027050,Stranded,1935,"Drama,Romance",6.5,nm0097648
tt0027051,Strange Wives,1934,"Comedy,Romance",,nm0861703
tt0027052,Strangers All,1935,Drama,6.0,nm0896533
tt0027053,Streamline Express,,"Comedy,Drama,Mystery",5.3,nm0276299
tt0027054,Street Song,1935,Musical,5.6,nm0615868
tt0027055,Der Student von Prag,1935,Horror,6.7,nm0733208
tt0027056,Pillars of Society,1935,Drama,6.6,nm0802862
tt0027057,Suicide Squad,1935,"Action,Drama,Romance",4.3,nm1262881
tt0027058,Sunset Range,1935,"Drama,Western",6.4,nm0564971
tt0027060,Super-Speed,1935,"Drama,Sci-Fi",7.1,nm0385171
tt0027062,Swedenhielms,1935,"Comedy,Drama",5.7,nm0596410
tt0027063,Sweepstake Annie,1935,"Comedy,Romance",5.5,nm0631438
tt0027064,Sweet Music,1935,Musical,5.8,nm0337586
tt0027066,Swellhead,1935,"Action,Comedy,Drama",,nm0831577
tt0027067,Sylvia Scarlett,1935,"Comedy,Drama,Romance",6.2,nm0002030
tt0027069,Symphony of Living,1935,Drama,6.8,nm0833965
tt0027071,Syntipukki,1935,Comedy,4.8,nm0440261
tt0027072,Szent Péter esernyöje,1935,Drama,6.1,nm0025926
tt0027075,A Tale of Two Cities,1935,"Drama,History,Romance",7.8,nm0176699
tt0027076,Sazen Tange and the Pot Worth a Million Ryo,1935,"Comedy,Drama",7.7,nm0945537
tt0027077,Tango Bar,1935,"Drama,Musical",6.5,nm0718115
tt0027078,Tarass Boulba,1936,"Action,Drama,History",6.5,nm0335207
tt0027083,$10 Raise,1935,"Comedy,Drama,Romance",6.6,nm0550892
tt0027084,Terror of the Plains,1934,"Drama,Western",6.3,nm0916125
tt0027085,Texas Jack,1935,"Drama,Western",6.0,nm0712748
tt0027086,The Texas Rambler,1935,"Drama,Western",5.5,nm0384616
tt0027087,Texas Terror,1935,"Drama,Western",5.1,nm0102908
tt0027088,Thanks a Million,1935,"Comedy,Musical,Romance",6.3,nm0215877
tt0027093,This Is the Life,1935,"Comedy,Drama,Musical",5.8,nm0624714
tt0027096,3 Kids and a Queen,1935,Drama,6.8,nm0524995
tt0027098,Three Live Ghosts,1936,"Comedy,Crime,Romance",5.6,nm0401680
tt0027099,The Three Musketeers,1935,"Action,Adventure,Romance",5.8,nm0498174
tt0027101,Three Witnesses,1935,Crime,5.1,nm0386785
tt0027103,The Throwback,1935,"Action,Drama,Romance",6.3,nm0853028
tt0027104,Thunder Mountain,1935,"Drama,Western",6.0,nm0397227
tt0027105,Thunder in the Night,1935,"Crime,Drama,Mystery",6.6,nm0002179
tt0027106,Ticket of Leave,1936,Crime,,nm0360002
tt0027108,Timber Terrors,1935,"Action,Drama,Western",4.6,nm0849806
tt0027110,Times Square Lady,1935,"Crime,Drama,Music",5.8,nm0782707
tt0027114,Close Relations,1935,Comedy,5.7,nm0147800
tt0027115,To Beat the Band,1935,"Comedy,Musical",6.4,nm0831577
tt0027116,Together We Live,1935,"Drama,War",5.2,nm0533102
tt0027117,College is a Nice Place,1935,"Comedy,Drama",6.8,nm0654868
tt0027118,An Inn in Tokyo,1935,Drama,7.4,nm0654868
tt0027120,Tombstone Terror,1934,"Drama,Western",6.2,nm0102908
tt0027121,Tomorrow's Youth,1934,Drama,5.1,nm0006943
tt0027122,Too Tough to Kill,1935,"Action,Adventure,Crime",6.3,nm0496505
tt0027125,Top Hat,1935,"Comedy,Musical,Romance",7.7,nm0762263
tt0027127,Tracy Rides,1935,"Drama,Western",6.3,nm0916125
tt0027128,Trail of Terror,1935,"Drama,Western",6.7,nm0102908
tt0027129,Trails End,1935,"Drama,Western",,nm0379092
tt0027130,Trails of the Wild,1935,"Drama,Western",5.5,nm0627864
tt0027131,Transatlantic Tunnel,1935,"Drama,Sci-Fi",6.0,nm0002061
tt0027132,Transient Lady,1935,"Action,Drama,Romance",5.2,nm0125636
tt0027133,Traveling Saleslady,1935,"Comedy,Romance",6.7,nm0258015
tt0027136,The Triumph of Sherlock Holmes,1935,"Crime,Mystery,Thriller",5.7,nm0386785
tt0027137,Trust the Navy,1935,Comedy,,nm0313449
tt0027138,Wife! Be Like a Rose!,1935,Drama,7.5,nm0621540
tt0027139,Tumbling Tumbleweeds,1935,"Drama,Music,Western",6.3,nm0437356
tt0027140,Turn of the Tide,1935,"Drama,Romance",6.7,nm0908076
tt0027142,Twenty Dollars a Week,1935,Comedy,7.2,nm0285926
tt0027145,Two Hearts in Harmony,1935,Musical,,nm0064415
tt0027146,Two Sinners,1935,Romance,7.7,nm0523893
tt0027147,Two for Tonight,1935,"Comedy,Musical,Romance",6.2,nm0878338
tt0027148,Two Fisted,1935,"Action,Comedy,Romance",6.3,nm0190516
tt0027149,The Foolish Virgin,1935,,,nm0774072
tt0027153,Unconquered Bandit,1935,"Drama,Western",4.6,nm0916125
tt0027154,Under Pressure,1935,"Action,Drama,Romance",6.4,nm0909825
tt0027155,Under falsk flagg,1935,Comedy,6.5,nm0596410
