tconst,titulo,ano,generos,nota,diretores
tt0010799,Travail,1920,Drama,7.0,nm0693516
tt0010800,Treat 'Em Rough,1919,"Drama,Western",5.2,nm0721840
tt0010802,A Trick of Fate,1919,Drama,,nm0382730
tt0010804,Trixie from Broadway,1919,Drama,,nm0624756
tt0010806,True Heart Susie,1919,"Comedy,Drama,Romance",6.9,nm0000428
tt0010807,The Turn in the Road,1919,Drama,5.0,nm0896542
tt0010808,Turning the Tables,1919,Comedy,,nm0166730
tt0010811,The Two Brides,1919,Drama,,nm0430968
tt0010814,Tänzerin Tod,1920,,,nm0680037
tt0010815,Der Tänzer,1919,Drama,,nm0296193
tt0010817,Under Suspicion,1919,"Comedy,Crime",,nm0235791
tt0010818,Under the Top,1919,Comedy,,nm0187981
tt0010819,The Undercurrent,1919,Drama,,nm0636076
tt0010820,En ung mans väg,1919,,,nm0054011
tt0010821,Eerie Tales,1919,"Fantasy,Horror,Mystery",6.4,nm0652650
tt0010822,Unknown Love,1919,"Drama,War",6.2,nm0674600
tt0010823,The Unknown Quantity,1919,Drama,,nm0590205
tt0010824,The Unpainted Woman,1919,Drama,,nm0115218
tt0010825,The Unpardonable Sin,1919,"Drama,War",,nm0624714
tt0010826,Unto the End,1917,Drama,,nm0408932
tt0010827,The Unwritten Code,1918,Drama,6.8,nm0244244
tt0010830,The Uplifters,1919,"Comedy,Romance",,nm0085133
tt0010831,Upstairs,1919,Comedy,,nm0006276
tt0010832,Upstairs and Down,1919,Comedy,,nm0316794
tt0010833,The Usurper,1919,Drama,,nm0949648
tt0010834,Vagabond Luck,1919,"Comedy,Drama",,nm0242412
tt0010835,The Valley of the Giants,1919,"Drama,Romance,Western",6.4,nm0190516
tt0010837,The Veiled Adventure,1919,"Comedy,Romance",,nm0250445
tt0010839,The Vengeance of Durand,1919,Drama,,nm0855912
tt0010840,Venus in the East,1919,"Comedy,Drama",,nm0187981
tt0010841,Die Verführten,1919,"Crime,Drama",,nm0296193
tt0010842,A Very Good Young Man,1919,Comedy,,nm0187981
tt0010843,The Woman Next Door,1919,Drama,,nm0897085
tt0010844,Victory,1919,"Drama,Romance",6.4,nm0869665
tt0010845,Vida Nova,1918,,,nm0272889
tt0010846,Virtuous Men,1919,Drama,,nm0408433
tt0010847,Virtuous Sinners,1919,Drama,6.1,nm0283444
tt0010848,The Virtuous Thief,1919,Drama,,nm0629243
tt0010849,A Virtuous Vamp,1919,"Comedy,Romance",6.7,nm0456634
tt0010851,The Volcano,1919,Drama,,nm0410271
tt0010853,Wagon Tracks,1919,"Adventure,Drama,Mystery",6.6,nm0385171
tt0010854,Wahnsinn,1919,Horror,6.5,nm0891998
tt0010856,Wanted: A Husband,1919,Comedy,,nm0934749
tt0010859,A Tale of Two Worlds,1921,Drama,5.8,nm0515979
tt0010860,The Way of a Man with a Maid,1918,Comedy,,nm0187981
tt0010861,The Way of a Woman,1919,Drama,,nm0502752
tt0010862,The Way of the Strong,1919,Drama,,nm0136888
tt0010863,The Weaker Vessel,1919,"Comedy,Drama",,nm0694260
tt0010864,The Web of Chance,1919,Comedy,,nm0337586
tt0010867,The Westerners,1919,"Drama,Western",,nm0806143
tt0010868,What Am I Bid?,1919,"Drama,Romance",,nm0502752
tt0010869,What Every Woman Learns,1919,Drama,,nm0629243
tt0010870,What Love Forgives,1919,Drama,,nm0892185
tt0010871,When Bearcat Went Dry,1919,Drama,4.6,nm0783369
tt0010872,When Doctors Disagree,1919,Comedy,,nm0006276
tt0010873,When Fate Decides,1919,Drama,,nm0587754
tt0010876,When Men Desire,1919,"Adventure,Drama,Romance",,nm0250053
tt0010878,When a Girl Loves,1919,"Drama,Romance,Western",,nm0806565|nm0916665
tt0010879,When the Clouds Roll by,1919,"Action,Comedy,Romance",6.8,nm0281808
tt0010881,Where the West Begins,1919,"Comedy,Western",,nm0454771
tt0010882,The White Heather,1919,Drama,6.3,nm0869665
tt0010883,Who Cares?,1919,"Comedy,Drama,Romance",,nm0250445
tt0010884,Who Will Marry Me?,1919,Drama,,nm0694260
tt0010885,Who's Your Brother?,1919,Drama,,nm0012317
tt0010886,Whom the Gods Would Destroy,1919,Drama,,nm0097648
tt0010889,Why Smith Left Home,1919,Comedy,,nm0187981
tt0010890,The Wicked Darling,1919,"Crime,Drama",6.4,nm0115218
tt0010891,Widow by Proxy,1919,"Comedy,Romance",,nm0250445
tt0010892,A Wild Goose Chase,1919,Adventure,6.3,nm0064600
tt0010895,The Wilderness Trail,1919,"Drama,Western",,nm1250355
tt0010898,The Winchester Woman,1919,"Crime,Drama",,nm0749484
tt0010900,Wings of the Morning,1919,"Adventure,Drama,Romance",2.2,nm0250053
tt0010901,The Winning Girl,1919,"Comedy,Drama",,nm0897085
tt0010902,The Winning Stroke,1919,"Action,Drama,Romance",,nm0226992
tt0010903,The Wishing Ring Man,1919,Drama,,nm0807871
tt0010904,With Hoops of Steel,1918,"Drama,Western",,nm0397813
tt0010905,The Witness for the Defense,1919,"Crime,Drama",7.5,nm0280463
tt0010907,The Wolf,1919,Drama,,nm0949648
tt0010908,Wolkenbau und Flimmerstern,1919,,,nm0168771|nm0311946
tt0010909,Wolves of the Night,1919,Drama,,nm0250053
tt0010910,The Woman Michael Married,1919,Drama,,nm0464137
tt0010912,A Woman There Was,1919,"Drama,Romance",6.0,nm0250053
tt0010913,The Woman Thou Gavest Me,1919,Drama,,nm0285684
tt0010914,The Woman Under Cover,1919,Drama,,nm0797094
tt0010915,The Woman Under Oath,1919,Mystery,6.4,nm0821472
tt0010916,A Woman of Pleasure,1919,"Adventure,Drama",,nm0941637
tt0010918,Words and Music by -,1919,Drama,,nm0242412
tt0010919,The World Aflame,1919,Drama,,nm0911959
tt0010920,The World and Its Woman,1919,Drama,6.1,nm0515979
tt0010921,The World to Live In,1919,"Comedy,Drama,Romance",,nm0537510
tt0010924,Yamata,1919,,,nm0466099
tt0010925,Yankee Doodle in Berlin,1919,Comedy,5.4,nm0428059
tt0010926,A Yankee Princess,1919,"Comedy,Drama",,nm0807871
tt0010927,You Never Know Your Luck,1919,"Crime,Drama",,nm0288616
tt0010928,You Never Saw Such a Girl,1919,Drama,,nm0897085
tt0010929,You're Fired,1919,"Comedy,Romance",7.1,nm0190516
tt0010932,Yvonne from Paris,1919,"Comedy,Drama",,nm0283444
tt0010934,Zonnestraal,1919,,,nm0294276
tt0010935,Zonnetje,1919,,4.0,nm0082914|nm0236245
tt0010936,"¡A la orden, mi coronel!",1919,Comedy,,nm0118272|nm0736464
tt0010937,¿Sueño o realidad?,1919,,,nm0007606
tt0010938,Âmes d'orient,1919,Drama,,nm0688543
tt0010939,Æresgjesten,1919,"Crime,Drama",,nm0528064
tt0010941,"The $1,000,000 Reward",1920,,5.4,nm0343650|nm0504353
tt0010942,813,1920,Mystery,,nm0160297|nm0796657
tt0010943,'If Only' Jim,1921,"Drama,Western",3.0,nm0413045
tt0010945,39 East,1920,Comedy,,nm0731910
tt0010946,Aan boord van de 'Sabina',1920,,,nm0294276
tt0010947,Evening - Night - Morning,1920,Drama,6.5,nm0003638
tt0010948,The Adorable Savage,1920,"Drama,Romance",,nm0206031
tt0010949,The Adventurer,1920,"Adventure,Drama,History",2.2,nm0250053
tt0010952,Alas abiertas,1921,Drama,,nm0508155
tt0010953,Algol: Tragedy of Power,1920,"Fantasy,Sci-Fi",6.3,nm0921244
tt0010954,Alias Jimmy Valentine,1920,"Crime,Drama",6.2,nm0607864
tt0010955,Alias Miss Dodd,1920,"Comedy,Mystery",,nm0291438
tt0010957,All of a Sudden Peggy,1920,"Comedy,Romance",,nm0250445
tt0010959,Always Audacious,1920,"Crime,Drama,Romance",,nm0190516
tt0010960,The Amateur Gentleman,1920,Adventure,4.0,nm0002061
tt0010962,Anna Boleyn,1920,"Biography,Drama,Romance",6.5,nm0523932
tt0010963,Anna the Adventuress,1920,Crime,,nm0378408
tt0010964,April Folly,1920,"Crime,Drama",7.8,nm0502752
tt0010965,An Arabian Knight,1920,"Action,Adventure,Fantasy",5.5,nm0842521
tt0010966,Are All Men Alike?,1920,"Comedy,Drama,Romance",,nm0005847
tt0010967,Arme Violetta,1920,"Drama,Romance",7.0,nm0825596
tt0010968,At the Villa Rose,1920,"Crime,Drama",4.4,nm0002061
tt0010969,Missing Husbands,1921,"Adventure,Fantasy,Mystery",6.7,nm0275494
tt0010970,Au-delà des lois humaines,1920,,,
tt0010971,The Eyes of the World,1920,,,nm0928910
tt0010972,Aunt Rachel,1920,"Drama,Romance",,nm0911353
tt0010974,Autour du mystère,1920,,,nm0221142
tt0010975,Away Goes Prudence,1920,"Comedy,Crime",,nm0731910
tt0010976,Babs,1920,Comedy,,nm0341486
tt0010978,Barbanegra,1920,Drama,5.7,nm0657928
tt0010980,Baron Olson,1920,Comedy,,nm0678483
tt0010981,The Barton Mystery,1920,"Crime,Mystery",,nm0731153
tt0010984,Beautifully Trimmed,1920,"Drama,Thriller",,nm0211434
tt0010985,Behold My Wife,1920,Drama,,nm0577654
tt0010986,Die Beichte einer Toten,1920,Drama,,nm1848008
tt0010987,Below the Surface,1920,"Crime,Drama",6.4,nm0929649
tt0010989,The Best of Luck,1920,"Adventure,Drama",,nm0806605
tt0010990,Beware of the Bride,1920,Comedy,,nm0593392
tt0010992,Big Happiness,1920,Drama,,nm0132324
tt0010994,Billions,1920,Comedy,5.9,nm0806605
tt0010995,Black Is White,1920,Drama,,nm0316794
tt0010996,Black Shadows,1920,"Crime,Drama,Horror",,nm0593392
tt0010997,Foolish Monte Carlo,1920,"Crime,Drama,Mystery",,nm0401967
tt0010998,Blackbirds,1920,"Crime,Drama",,nm0227020
tt0010999,Blackmail,1920,Drama,,nm0280205
tt0011000,Leaves From Satan's Book,1920,Drama,6.6,nm0003433
tt0011001,Bleak House,1920,"Crime,Drama",6.1,nm0002061
tt0011002,Blind Wives,1920,Drama,,nm0102643
tt0011003,Blind Youth,1920,Drama,,nm0806143
tt0011005,The Blood Barrier,1920,Drama,,nm0085865
tt0011006,The Blue Pearl,1920,Mystery,,nm0410271
tt0011007,Blue Streak McCoy,1920,"Drama,Western",6.0,nm0247484
tt0011008,Das Blut der Ahnen,1920,,,nm0314296
tt0011011,Boccaccio,1920,Drama,4.9,nm0002031
tt0011012,Bodakungen,1920,Drama,5.5,nm0596410
tt0011013,Bomben,1920,,,nm0138156
tt0011014,Bonnie Bonnie Lassie,1919,Comedy,,nm0115218
tt0011019,The Branded Four,1920,"Action,Drama",,nm0941562
tt0011020,The Branded Woman,1920,Drama,,nm0662032
tt0011021,The Branding Iron,1920,Drama,,nm0054977
tt0011025,The Breath of the Gods,1920,Drama,,nm0836316
tt0011026,Bride 13,1920,"Action,Adventure,Thriller",,nm0822801
tt0011027,Bright Skies,1920,Drama,,nm0464137
tt0011029,The Broadway Bubble,1920,Drama,,nm0765106
tt0011030,Broadway and Home,1920,Drama,,nm0189076
tt0011031,The Hunchback and the Dancer,1920,Horror,6.1,nm0003638
tt0011036,Bullet Proof,1920,"Action,Crime,Drama",6.4,nm0721840
tt0011038,Burglar Proof,1920,Comedy,,nm0132720
tt0011039,Burning Daylight,1920,Drama,,nm0806143
tt0011040,Burnt Wings,1920,Drama,,nm0127511
tt0011041,The Butterfly Man,1920,Drama,,nm0309163|nm0661844
tt0011042,The Call of the Road,1920,Adventure,6.8,nm0170863
tt0011044,Carmen,1921,Drama,,nm0901632
tt0011045,Carolina Rediviva,1920,Drama,7.3,nm0373367
tt0011046,Castles in Spain,1920,"Drama,Romance",,nm0524784
tt0011047,Chains of Evidence,1920,Mystery,,nm0280205
tt0011048,The Challenge of the Law,1920,Drama,,nm0242412
tt0011050,The Cheater,1920,Drama,,nm0653253
tt0011054,Children Not Wanted,1920,Drama,,nm0769144
tt0011056,The Chorus Girl's Romance,1920,Comedy,,nm0235791
tt0011057,Cinderella's Twin,1920,Comedy,,nm0280205
tt0011059,A City Sparrow,1920,Drama,,nm0939992
tt0011060,The City of Masks,1920,"Comedy,Drama",,nm0373614
tt0011062,Clothes,1920,Drama,,nm0803271
tt0011066,Colombine,1920,,,nm0367314
tt0011067,"Colonel Newcombe, the Perfect Gentleman",1920,Drama,,nm0329573
tt0011068,Como el perro del hortelano,1920,Comedy,,nm0020923|nm0309186
tt0011069,The Confession,1920,Drama,5.2,nm0102783
tt0011070,Conrad in Quest of His Youth,1920,"Comedy,Drama",7.1,nm0210352
tt0011073,The Copperhead,1920,Drama,7.0,nm0537510
tt0011076,The County Fair,1920,Drama,5.6,nm0869665
tt0011078,The Cradle of Courage,1920,"Adventure,Drama,War",6.0,nm0366586|nm0385171
tt0011079,Crooked Streets,1920,"Crime,Drama",6.8,nm0694260
tt0011080,A Csodagyerek,1924,Horror,5.2,nm0466113
tt0011082,A Cumberland Romance,1920,Drama,,nm0537510
tt0011083,The Cup of Fury,1920,Drama,,nm0403054
tt0011085,Cupid the Cowpuncher,1920,"Comedy,Romance,Western",,nm0046082
tt0011086,The Cyclone,1920,"Drama,Romance,Western",,nm0807742
tt0011087,Cynthia of the Minute,1920,Adventure,6.0,nm0892185
tt0011089,The Dancin' Fool,1920,"Comedy,Romance",,nm0939992
tt0011090,Dangerous Business,1920,"Comedy,Romance",,nm0624756
tt0011091,Dangerous Days,1920,Drama,6.0,nm0054977
tt0011092,Dangerous to Men,1920,Comedy,,nm0235791
tt0011093,Daredevil Jack,1920,"Action,Adventure,Drama",6.5,nm0886754
tt0011094,The Dark Mirror,1920,"Drama,Horror",5.7,nm0316794
tt0011095,A Daughter of Two Worlds,1920,"Crime,Drama",,nm0949648
tt0011097,The Dead Line,1920,"Action,Drama,Romance",,nm0376396
tt0011098,Dead Men Tell No Tales,1920,Adventure,7.4,nm0855912
tt0011099,Deadline at Eleven,1920,Drama,,nm0269493
tt0011102,The Deep Purple,1920,"Crime,Drama",3.6,nm0909825
tt0011103,Deep Waters,1920,Drama,,nm0869665
tt0011105,Democracy: The Vision Restored,1920,Drama,,nm0631438
tt0011107,Desert Love,1920,"Drama,Western",,nm0413045
tt0011109,The Desperate Hero,1920,"Comedy,Drama",,nm0749484
tt0011110,The Two Girls,1921,Drama,7.1,nm0275421
tt0011111,The Devil to Pay,1920,Mystery,,nm0911959
tt0011113,The Devil's Garden,1920,Drama,,nm0916177
tt0011114,The Devil's Passkey,1920,Drama,6.0,nm0002233
tt0011116,Dice of Destiny,1920,"Crime,Drama",,nm0454771
tt0011117,Dinty,1920,"Adventure,Comedy,Drama",5.9,nm0002209|nm0624714
tt0011118,Dollars and Sense,1920,Drama,6.6,nm0064600
tt0011119,Dollars and the Woman,1920,Drama,,nm0856161
tt0011121,Don't Ever Marry,1920,Comedy,,nm0373511|nm0624714
tt0011125,Double Speed,1920,"Comedy,Drama,Sport",,nm0939992
tt0011126,A Double-Dyed Deceiver,1920,"Crime,Drama,Western",,nm0337586
tt0011127,Down Home,1920,Drama,6.4,nm0929649
tt0011128,Down on the Farm,1920,Comedy,6.3,nm0336894|nm0428059|nm0448915
tt0011130,Dr. Jekyll and Mr. Hyde,1920,"Drama,Horror,Sci-Fi",6.9,nm0731910
tt0011133,Drag Harlan,1920,"Action,Drama,Romance",6.7,nm0250053
tt0011135,The Dream Cheater,1920,Horror,5.1,nm0911959
tt0011137,Good and Evil,1921,Drama,4.7,nm0002031
tt0011138,The Duchess of Seven Dials,1920,Romance,,nm0666835
tt0011139,Duds,1920,"Crime,Mystery",,nm0590205
tt0011140,Der Dummkopf,1921,,,nm0681726
tt0011141,The Dwelling Place of Light,1920,Drama,,nm0176699
tt0011142,Dämon Blut - 2. Teil,1920,,,nm0766581
tt0011143,Earthbound,1920,"Crime,Drama",,nm0403054
tt0011145,Eastward Ho!,1919,Drama,,nm0283444
tt0011146,Easy to Get,1920,"Comedy,Crime",,nm0250445
tt0011148,Elmo the Fearless,1920,"Action,Adventure",2.5,nm0569645
tt0011149,The Elusive Pimpernel,1919,"Adventure,Drama",1.6,nm0002061
tt0011151,The Empire of Diamonds,1920,"Crime,Drama",,nm0674600
tt0011152,Empty Arms,1920,Drama,,nm0717046
tt0011153,En la hacienda,1922,Drama,,nm0901632
tt0011155,Entgleist,1921,,,nm0439208
tt0011157,Erotikon,1920,"Comedy,Romance",6.4,nm0830249
tt0011160,El espectro del castillo,1920,,,nm0796636
tt0011161,Everything But the Truth,1920,Comedy,,nm0529047|nm0602905
tt0011162,The Evil Eye,1920,Action,,nm0178107|nm0888428
tt0011163,Excuse My Dust,1920,"Comedy,Drama",5.7,nm0939992
tt0011164,Experience,1921,Drama,4.8,nm0280463
tt0011166,Eyes of the Heart,1920,"Crime,Drama",,nm0694260
tt0011168,The Face at the Window,1920,"Crime,Mystery",,nm0637507
tt0011169,Faith,1920,Drama,,nm0593392
tt0011170,The False Road,1920,"Crime,Drama",5.9,nm0629243
tt0011171,Family Traditions,1920,,,nm0138156
tt0011172,The Family Honor,1920,Drama,6.2,nm0896542
tt0011173,Gypsy Anne,1920,"Crime,Drama,Romance",6.2,nm0106950
tt0011176,The Fatal Sign,1920,"Crime,Drama",,nm0665737
tt0011177,The Fear Market,1920,Drama,,nm0916177
tt0011178,Felix O'Day,1920,Drama,,nm0861336
tt0011179,Os Fidalgos da Casa Mourisca,1921,Drama,8.0,nm0657928
tt0011181,The Fighting Shepherdess,1920,"Drama,Romance,Western",,nm0430968|nm0916224
tt0011182,Firebrand Trevison,1920,"Drama,Western",,nm0373614
tt0011186,Fiskebyn,1920,Drama,,nm0830249
tt0011188,Fixed by George,1920,Comedy,,nm0529047|nm0602905
tt0011189,Flame of Youth,1920,Drama,,nm0593392
tt0011190,Flames of the Flesh,1920,Drama,,nm1250355
tt0011191,The Flaming Disc,1920,Adventure,7.5,nm0384616
tt0011193,The Flapper,1920,"Comedy,Romance",6.4,nm0189076
tt0011195,Der Fluch der Menschheit - 1. Die Tochter der Arbeit,1920,Drama,,nm0251456
tt0011196,For Those We Love,1921,"Drama,Romance",,nm0744504
tt0011197,For the Soul of Rafael,1920,"Adventure,Drama,History",6.0,nm0308593
tt0011198,The Forbidden Thing,1920,Drama,,nm0245385
tt0011199,Forbidden Trails,1920,"Drama,Western",,nm0242412
tt0011200,The Forbidden Valley,1920,Drama,,nm0085865
tt0011201,The Forbidden Woman,1920,Drama,,nm0308593
tt0011203,The Forged Bride,1920,"Crime,Drama",,nm0314700
tt0011204,The Fortune Hunter,1920,Comedy,,nm0855912
tt0011205,The Fortune Teller,1920,Drama,7.2,nm0135052
tt0011206,45 Minutes from Broadway,1920,Comedy,,nm0208657
tt0011207,The Fourteenth Man,1920,Comedy,,nm0376221
tt0011208,"Die Frau im Delphin, oder 30 Tage auf dem Meeresgrund",1920,"Crime,Drama",,nm0452432
tt0011209,Die Frau in den Wolken,1920,,,nm0680037
tt0011210,Frauen vom Gnadenstein,1920,,,nm0227602|nm0562004
tt0011212,The Frisky Mrs. Johnson,1920,Comedy,,nm0226992
tt0011213,From Now On,1920,"Action,Crime,Drama",4.0,nm0909825
tt0011214,A Full House,1920,Comedy,,nm0190516
tt0011215,The Furnace,1920,Drama,,nm0853336
tt0011216,Spanish Fiesta,1920,Drama,6.8,nm0241273
tt0011217,Journey into the Night,1921,Drama,6.2,nm0003638
tt0011218,The Garter Girl,1920,Drama,,nm0341486
tt0011219,Geeft ons kracht,1920,,,nm0294276
tt0011220,Das Geheimnis von Bombay,1921,"Adventure,Drama",,nm0392747
tt0011221,Genuine: The Tragedy of a Vampire,1920,"Fantasy,Horror,Romance",5.9,nm0927468
tt0011222,Die geschlossene Kette,1920,,6.3,nm0825596
tt0011224,The Gift Supreme,1920,Drama,5.9,nm0783369
tt0011225,The Gilded Dream,1920,Drama,,nm0836316
tt0011226,Ginger Mick,1920,,,nm0519315
tt0011228,The Girl in Number 29,1920,Drama,3.2,nm0000406
tt0011231,The Girl in the Web,1920,Mystery,,nm0861336
tt0011232,The Girl of My Heart,1920,"Adventure,Drama,Romance",5.1,nm1250355
tt0011234,Go and Get It,1920,"Comedy,Drama,Horror",5.2,nm0624714|nm0843364
tt0011235,Going Some,1920,"Comedy,Sport",,nm0064600
tt0011236,Die goldene Krone,1920,,,nm0356818
tt0011237,The Golem,1920,"Fantasy,Horror",7.2,nm0917467
tt0011238,Good References,1920,"Comedy,Romance",6.5,nm0624756
tt0011240,The Great Accident,1920,Drama,,nm0064600
tt0011241,The Great Air Robbery,1919,"Adventure,Sci-Fi",3.6,nm0413045
tt0011244,The Great Lover,1920,Drama,,nm0515979
tt0011246,The Great Redeemer,1920,"Drama,Western",,nm0113284|nm0869665
tt0011249,Greater Than Fame,1920,Drama,,nm0189076
tt0011250,The Greatest Love,1920,"Crime,Drama",,nm0464137
tt0011251,The Green Flame,1920,"Crime,Drama",,nm0911959
tt0011252,The Gray Wolf's Ghost,1919,"Drama,Western",5.0,nm0289741|nm0291838
tt0011254,Das große Licht,1920,Drama,6.2,nm0377400
tt0011256,Gyurkovicsarna,1920,Comedy,5.6,nm0116307
tt0011257,Hairpins,1920,Drama,6.0,nm0629243
tt0011261,Harriet and the Piper,1920,Drama,,nm0102783
tt0011262,The Harvest Moon,1920,Drama,,nm0205986
tt0011264,Das Haus zum Mond,1921,,,nm0552609
tt0011265,The Hawk's Trail,1919,Crime,4.3,nm0886754
tt0011267,Headin' Home,1920,"Biography,Comedy,Drama",5.1,nm0934749
tt0011268,Heart Strings,1920,"Crime,Drama,Romance",,nm0250053
tt0011269,Heart of Twenty,1920,"Comedy,Drama",,nm0464137
tt0011270,The Heart of a Child,1920,Drama,,nm0806605
tt0011271,The Heart of a Woman,1920,Drama,,nm0695466
tt0011272,Hearts Are Trumps,1920,Drama,,nm0002271
tt0011273,Hegyek alján,1920,,6.0,nm0051019
tt0011274,Held in Trust,1920,Romance,,nm0408429
tt0011275,Held by the Enemy,1920,"Drama,War",,nm0187981
tt0011276,De heldendaad van Peter Wells,1920,,,nm0082914|nm0236245
tt0011277,Helen of Four Gates,1920,Drama,7.0,nm0378408
tt0011278,Heliotrope,1920,"Crime,Drama",,nm0048478
tt0011279,The Hell Ship,1920,Drama,,nm0242412
tt0011280,Helleveeg,1920,,5.1,nm0294276
tt0011281,Help Wanted - Male,1920,Comedy,4.5,nm0454771
tt0011282,Her Beloved Villain,1920,Comedy,,nm0939992
tt0011284,Her Elephant Man,1920,Drama,7.0,nm0242412
tt0011285,Her First Elopement,1920,"Crime,Drama",,nm0939992
tt0011286,Her Five-Foot Highness,1920,"Drama,Western",,nm0291438
tt0011287,Her Honor the Mayor,1920,Drama,,nm0147391
tt0011288,Her Husband's Friend,1920,Drama,5.0,nm0629243
tt0011289,Her Unwilling Husband,1920,Comedy,,nm0769144
tt0011290,Master Over Life and Death,1919,,,nm0681726
tt0011291,Hidden Dangers,1920,Adventure,5.7,nm0078340
tt0011295,His Brother's Keeper,1921,"Crime,Drama",,nm0636076
tt0011296,His House in Order,1920,Drama,,nm0285684
tt0011298,Hitchin' Posts,1920,Drama,4.8,nm0000406
tt0011300,Homespun Folks,1920,Drama,,nm0942048
tt0011302,Man of the Sea,1920,Drama,6.8,nm0478303
tt0011303,Honest Hutch,1920,"Comedy,Western",6.0,nm0046082
tt0011305,The Honey Bee,1920,Drama,,nm0432216
tt0011306,Honor Bound,1920,Drama,,nm0413045
tt0011307,The Hope,1920,Drama,,nm0085133
tt0011309,The Hound of the Baskervilles,1921,"Crime,Horror,Mystery",4.0,nm0002061
tt0011310,The Hour of Trial,1920,"Crime,Drama",,nm0170863
tt0011311,The House of Whispers,1920,"Horror,Mystery",,nm0911959
tt0011312,The House of the Tolling Bell,1920,Mystery,,nm0085865
tt0011313,Huckleberry Finn,1920,"Comedy,Drama",6.5,nm0853336
tt0011315,Human Collateral,1920,Drama,,nm0934749
tt0011316,Human Stuff,1920,"Drama,Western",,nm0247484
tt0011317,Humoresque,1920,"Drama,Music,War",6.1,nm0097648
tt0011318,Der Hund von Baskerville - 6. Teil: Das Haus ohne Fenster,1920,"Horror,Mystery",4.3,nm2542573
tt0011319,The Husband Hunter,1920,"Comedy,Drama",,nm0593392
tt0011320,The Husband Hunter,1920,Drama,,nm0244340
tt0011324,The Idol Dancer,1920,Drama,5.1,nm0000428
tt0011325,If I Were King,1920,Drama,7.3,nm0250053
tt0011326,Im Banne der Suggestion,1920,,,nm0680037
tt0011327,Im letzten Augenblick,1919,,7.0,nm0091380
tt0011328,In Folly's Trail,1920,"Drama,Romance",,nm0836316
tt0011329,In Search of a Sinner,1920,"Comedy,Romance",,nm0456634
tt0011331,The Unapproachable Woman,1921,Drama,,nm0118272
tt0011332,The Inferior Sex,1920,Drama,,nm0376221
tt0011334,The Invisible Divorce,1920,Drama,,nm0222401|nm0590205
tt0011335,The Invisible Hand,1920,"Drama,Western",,nm0101413
tt0011336,The Invisible Ray,1920,Sci-Fi,5.8,nm0689471
tt0011337,The Iron Heart,1920,Drama,,nm0147391|nm0166700
tt0011338,The Iron Rider,1920,"Crime,Drama,Western",,nm0242412
tt0011339,Isobel or the Trail's End,1920,Adventure,5.0,nm0136888
tt0011343,Jack Straw,1920,Comedy,,nm0210352
tt0011344,The Jack-Knife Man,1920,Drama,6.5,nm0896542
tt0011345,Die Jagd nach dem Tode,1920,,,nm0314296
tt0011346,Die Jagd nach der Wahrheit,1921,,,nm0344583
tt0011347,The Jailbird,1920,"Comedy,Drama",,nm0408937
tt0011348,The Head of Janus,1920,Horror,7.2,nm0003638
tt0011349,Jenny Be Good,1920,"Drama,Romance",,nm0853336
tt0011350,Jes' Call Me Jim,1920,"Comedy,Drama",6.2,nm0046082
tt0011351,Johannes Goth,1920,Drama,,nm0314296
tt0011353,The Joyous Trouble-Makers,1920,"Adventure,Comedy,Western",6.6,nm0250053
tt0011354,The Jucklins,1921,Drama,,nm0577654
tt0011355,Judith Trachtenberg,1920,Drama,,nm0301961
tt0011356,Judy of Rogues' Harbor,1920,Drama,,nm0853336
tt0011358,Just Pals,1920,"Comedy,Drama,Western",6.5,nm0000406
tt0011359,Just a Wife,1920,Drama,,nm0382730
tt0011360,Kakadu und Kiebitz,1920,,,nm0778218
tt0011361,Jackal,1920,"Crime,Drama,Fantasy",6.4,nm0647652
tt0011362,Karin Ingmarsdotter,1920,Drama,6.4,nm0803705
tt0011363,The Kentucky Colonel,1920,Drama,,nm0782682
tt0011364,A kétarcú asszony,1920,,,nm0902006
tt0011367,King of the Circus,1920,Action,,nm0569645
tt0011368,Kismet,1920,"Drama,Musical",5.8,nm0309163
tt0011369,The Monastery's Hunter,1920,Drama,8.2,nm0652302
tt0011370,Klostret i Sendomir,1920,Drama,6.9,nm0803705
tt0011371,Kohlhiesel's Daughters,1920,"Comedy,Romance",6.5,nm0523932
tt0011373,Kurfürstendamm,1920,Comedy,,nm0652650
tt0011374,The Courier from Lisbon,1921,Crime,,nm0827717
tt0011375,Die Kwannon von Okadera,1920,,,nm0296193
tt0011377,Temperamental Artist,1920,,,nm0653288
tt0011378,La La Lucille,1920,Comedy,,nm0529047|nm0602905
tt0011380,The Ladder of Lies,1920,Drama,,nm0286379
tt0011381,A Lady in Love,1920,Drama,,nm0250445
tt0011382,Lady Noggs: Peeress,1920,Drama,,nm0605034
tt0011383,Lady Rose's Daughter,1920,Drama,,nm0285684
tt0011384,The Land of Jazz,1920,Comedy,,nm0299154
tt0011386,The Last Straw,1920,"Drama,Western",,nm0166700|nm0842521
tt0011387,The Last of the Mohicans,1920,"Action,Adventure,Drama",6.6,nm0113284|nm0869665
tt0011390,The Law of the Yukon,1920,"Crime,Drama",,nm0588056
tt0011392,Leave It to Me,1920,Comedy,,nm0283444
tt0011393,Leather Stocking: The Deerslayer and Chingachgook,1920,"Drama,Western",5.2,nm0919976
tt0011394,Leather Stocking: The Last of the Mohicans,1920,Adventure,6.7,nm0919976
