source,target,peso
tt0000502,tt0000941,0.2
tt0000502,tt0010176,-0.7
tt0000502,tt0013078,-1.4
tt0000630,tt0001112,0.4
tt0000630,tt0003102,-1.9
tt0000630,tt0007519,-0.7
tt0000679,tt0003816,-0.4
tt0000679,tt0004633,-1.7
tt0000679,tt0007201,-2.1
tt0000842,tt0001203,0.5
tt0000842,tt0001756,0.3
tt0000842,tt0002165,0.5
tt0000842,tt0006345,0.4
tt0000846,tt0000984,0.1
tt0000846,tt0001082,0.6
tt0000850,tt0000502,0.2
tt0000850,tt0000941,-1.6
tt0000850,tt0001051,-0.7
tt0000850,tt0001184,-0.5
tt0000850,tt0004571,-2.1
tt0000850,tt0006419,-0.4
tt0000850,tt0010176,-1.5
tt0000850,tt0013078,-2.2
tt0000859,tt0000842,-0.5
tt0000859,tt0000868,0.6
tt0000859,tt0000869,0.6
tt0000859,tt0001203,-1.0
tt0000859,tt0001756,-1.2
tt0000859,tt0002165,-1.0
tt0000859,tt0006345,-1.1
tt0000859,tt0006419,-0.5
tt0000867,tt0000846,0.9
tt0000867,tt0000984,0.0
tt0000867,tt0001082,0.5
tt0000868,tt0000842,-0.1
tt0000868,tt0001203,-0.6
tt0000868,tt0001756,-0.8
tt0000868,tt0002165,-0.6
tt0000868,tt0006345,-0.7
tt0000868,tt0006419,-0.1
tt0000869,tt0000842,-0.1
tt0000869,tt0001203,-0.6
tt0000869,tt0001756,-0.8
tt0000869,tt0002165,-0.6
tt0000869,tt0006345,-0.7
tt0000869,tt0006419,-0.1
tt0000879,tt0000846,0.4
tt0000879,tt0000867,0.5
tt0000879,tt0000984,-0.5
tt0000879,tt0001082,0.0
tt0000886,tt0007518,-0.6
tt0000941,tt0004571,-0.5
tt0000941,tt0010176,0.1
tt0000941,tt0013078,-0.6
tt0001007,tt0000959,0.8
tt0001010,tt0000959,0.8
tt0001028,tt0001142,0.6
tt0001028,tt0001495,0.6
tt0001028,tt0001812,-0.8
tt0001028,tt0002094,-1.2
tt0001028,tt0002286,0.5
tt0001028,tt0002362,0.8
tt0001028,tt0006318,-0.6
tt0001028,tt0006715,-1.9
tt0001028,tt0011280,-0.3
tt0001028,tt0012885,-0.9
tt0001028,tt0014776,-2.2
tt0001043,tt0001028,0.2
tt0001043,tt0001142,-0.2
tt0001043,tt0001247,0.5
tt0001043,tt0001379,0.3
tt0001043,tt0001495,-0.2
tt0001043,tt0001812,-1.6
tt0001043,tt0002094,-2.0
tt0001043,tt0002286,-0.3
tt0001043,tt0002362,0.0
tt0001043,tt0006318,-1.4
tt0001043,tt0006715,-2.7
tt0001043,tt0011280,-1.1
tt0001043,tt0012885,-1.7
tt0001043,tt0014776,-3.0
tt0001051,tt0000502,0.9
tt0001051,tt0000941,-0.9
tt0001051,tt0004571,-1.4
tt0001051,tt0006419,0.3
tt0001051,tt0010176,-0.8
tt0001051,tt0013078,-1.5
tt0001069,tt0000959,0.8
tt0001080,tt0001028,0.2
tt0001080,tt0001142,-0.2
tt0001080,tt0001247,0.5
tt0001080,tt0001379,0.3
tt0001080,tt0001495,-0.2
tt0001080,tt0001812,-1.6
tt0001080,tt0002094,-2.0
tt0001080,tt0002286,-0.3
tt0001080,tt0002362,0.0
tt0001080,tt0006318,-1.4
tt0001080,tt0006715,-2.7
tt0001080,tt0011280,-1.1
tt0001080,tt0012885,-1.7
tt0001080,tt0014776,-3.0
tt0001081,tt0000959,0.5
tt0001081,tt0001007,0.7
tt0001081,tt0001010,0.7
tt0001081,tt0001069,0.7
tt0001082,tt0000984,0.5
tt0001112,tt0003102,-1.3
tt0001112,tt0007519,-0.1
tt0001113,tt0001364,0.2
tt0001113,tt0001366,0.5
tt0001115,tt0001277,0.8
tt0001116,tt0001277,0.8
tt0001142,tt0001812,-0.4
tt0001142,tt0002094,-0.8
tt0001142,tt0002286,0.9
tt0001142,tt0006318,-0.2
tt0001142,tt0006715,-1.5
tt0001142,tt0011280,0.1
tt0001142,tt0012885,-0.5
tt0001142,tt0014776,-1.8
tt0001175,tt0005566,0.4
tt0001175,tt0008359,0.5
tt0001175,tt0009882,-0.3
tt0001175,tt0010799,-0.5
tt0001184,tt0000502,0.7
tt0001184,tt0000941,-1.1
tt0001184,tt0001051,-0.2
tt0001184,tt0004571,-1.6
tt0001184,tt0006419,0.1
tt0001184,tt0010176,-1.0
tt0001184,tt0013078,-1.7
tt0001203,tt0001756,0.8
tt0001203,tt0006345,0.9
tt0001240,tt0001592,-1.0
tt0001240,tt0002500,-1.1
tt0001240,tt0002556,-0.8
tt0001240,tt0002646,-1.7
tt0001240,tt0011608,-1.9
tt0001247,tt0001028,0.7
tt0001247,tt0001142,0.3
tt0001247,tt0001379,0.8
tt0001247,tt0001495,0.3
tt0001247,tt0001812,-1.1
tt0001247,tt0002094,-1.5
tt0001247,tt0002286,0.2
tt0001247,tt0002362,0.5
tt0001247,tt0006318,-0.9
tt0001247,tt0006715,-2.2
tt0001247,tt0011280,-0.6
tt0001247,tt0012885,-1.2
tt0001247,tt0014776,-2.5
tt0001285,tt0007817,-0.8
tt0001285,tt0008787,-2.2
tt0001285,tt0013182,0.0
tt0001285,tt0014580,-1.0
tt0001366,tt0001364,0.7
tt0001379,tt0001028,0.9
tt0001379,tt0001142,0.5
tt0001379,tt0001495,0.5
tt0001379,tt0001812,-0.9
tt0001379,tt0002094,-1.3
tt0001379,tt0002286,0.4
tt0001379,tt0002362,0.7
tt0001379,tt0006318,-0.7
tt0001379,tt0006715,-2.0
tt0001379,tt0011280,-0.4
tt0001379,tt0012885,-1.0
tt0001379,tt0014776,-2.3
tt0001440,tt0001115,0.8
tt0001440,tt0001116,0.8
tt0001440,tt0001277,0.6
tt0001495,tt0001812,-0.4
tt0001495,tt0002094,-0.8
tt0001495,tt0002286,0.9
tt0001495,tt0006318,-0.2
tt0001495,tt0006715,-1.5
tt0001495,tt0011280,0.1
tt0001495,tt0012885,-0.5
tt0001495,tt0014776,-1.8
tt0001498,tt0004306,0.8
tt0001531,tt0001530,-0.5
tt0001586,tt0002669,-1.5
tt0001586,tt0004874,-0.4
tt0001586,tt0005149,-0.8
tt0001586,tt0005193,-3.0
tt0001586,tt0006517,-0.6
tt0001586,tt0007167,0.1
tt0001592,tt0002500,0.9
tt0001592,tt0002646,0.3
tt0001592,tt0011608,0.1
tt0001602,tt0005714,0.6
tt0001602,tt0012890,-1.6
tt0001602,tt0012999,-0.6
tt0001602,tt0013962,-1.3
tt0001602,tt0014415,-0.4
tt0001602,tt0015533,-1.6
tt0001602,tt0016834,-2.6
tt0001602,tt0017266,-1.0
tt0001602,tt0017771,-0.1
tt0001604,tt0001911,0.9
tt0001604,tt0002594,-2.0
tt0001604,tt0004731,-1.6
tt0001604,tt0007100,-2.9
tt0001604,tt0009829,-0.9
tt0001604,tt0010680,-1.7
tt0001604,tt0011533,-1.3
tt0001630,tt0003884,0.9
tt0001630,tt0011845,0.2
tt0001630,tt0012048,0.7
tt0001712,tt0005192,-1.0
tt0001712,tt0005363,-1.4
tt0001712,tt0005930,-0.1
tt0001712,tt0006700,0.1
tt0001790,tt0002898,0.0
tt0001790,tt0005049,0.4
tt0001790,tt0005295,0.6
tt0001790,tt0005537,0.6
tt0001790,tt0006456,0.0
tt0001790,tt0006670,0.0
tt0001790,tt0007963,-0.5
tt0001790,tt0009205,-0.5
tt0001790,tt0010616,0.4
tt0001790,tt0011205,-0.2
tt0001812,tt0002094,0.6
tt0001812,tt0006715,-0.1
tt0001812,tt0012885,0.9
tt0001812,tt0014776,-0.4
tt0001892,tt0001630,0.6
tt0001892,tt0003884,0.5
tt0001892,tt0011845,-0.2
tt0001892,tt0012048,0.3
tt0001911,tt0002594,-1.9
tt0001911,tt0004731,-1.5
tt0001911,tt0007100,-2.8
tt0001911,tt0009829,-0.8
tt0001911,tt0010680,-1.6
tt0001911,tt0011533,-1.2
tt0001964,tt0001630,0.5
tt0001964,tt0001892,0.9
tt0001964,tt0003884,0.4
tt0001964,tt0011845,-0.3
tt0001964,tt0012048,0.2
tt0001992,tt0002348,0.8
tt0001992,tt0007168,-0.2
tt0001993,tt0001122,0.7
tt0001998,tt0005607,-1.3
tt0001998,tt0014339,-1.1
tt0002022,tt0005903,-0.3
tt0002022,tt0006241,-0.8
tt0002022,tt0007183,0.4
tt0002022,tt0008536,0.3
tt0002022,tt0011454,0.9
tt0002022,tt0012342,0.6
tt0002022,tt0014646,0.7
tt0002022,tt0015958,0.4
tt0002022,tt0016559,0.1
tt0002022,tt0017293,-0.1
tt0002022,tt0017418,0.1
tt0002022,tt0017748,-0.1
tt0002022,tt0018686,0.7
tt0002022,tt0018844,0.2
tt0002031,tt0001285,0.7
tt0002031,tt0004369,-0.1
tt0002031,tt0005452,0.1
tt0002031,tt0005460,0.3
tt0002031,tt0005716,-1.1
tt0002031,tt0007142,-1.3
tt0002031,tt0007817,-1.1
tt0002031,tt0008787,-2.5
tt0002031,tt0009369,-0.2
tt0002031,tt0012107,-0.2
tt0002031,tt0012856,0.7
tt0002031,tt0013182,-0.3
tt0002031,tt0013380,0.3
tt0002031,tt0013451,-0.9
tt0002031,tt0014580,-1.3
tt0002031,tt0016469,-0.1
tt0002031,tt0016640,-0.5
tt0002031,tt0017831,-0.4
tt0002046,tt0009414,0.6
tt0002046,tt0010536,-0.1
tt0002094,tt0006715,0.3
tt0002094,tt0014776,0.0
tt0002165,tt0001756,0.8
tt0002165,tt0006345,0.9
tt0002199,tt0006027,-0.1
tt0002199,tt0007202,0.8
tt0002199,tt0013682,0.6
tt0002199,tt0014100,0.4
tt0002199,tt0014205,0.5
tt0002199,tt0015004,-0.3
tt0002199,tt0015145,0.9
tt0002199,tt0016601,0.9
tt0002199,tt0017757,0.2
tt0002220,tt0003167,-0.5
tt0002220,tt0003643,-1.2
tt0002220,tt0003665,-1.1
tt0002220,tt0003890,-0.6
tt0002220,tt0004181,-1.0
tt0002220,tt0004972,-0.9
tt0002220,tt0006864,-2.4
tt0002220,tt0009109,-1.1
tt0002220,tt0009130,-1.6
tt0002220,tt0009133,-2.0
tt0002220,tt0009150,-1.3
tt0002220,tt0009559,-1.0
tt0002220,tt0009968,-2.0
tt0002220,tt0010108,-1.5
tt0002220,tt0010193,-0.8
tt0002220,tt0010484,-1.8
tt0002220,tt0010662,-0.2
tt0002220,tt0010806,-1.7
tt0002220,tt0011324,0.1
tt0002220,tt0011415,-0.8
tt0002220,tt0011841,-2.1
tt0002220,tt0012122,-0.3
tt0002220,tt0012532,-2.1
tt0002220,tt0013458,0.0
tt0002220,tt0014604,-0.9
tt0002220,tt0014672,-1.1
tt0002220,tt0015018,-1.6
tt0002220,tt0016308,-1.4
tt0002220,tt0016420,-0.8
tt0002220,tt0017419,-1.1
tt0002220,tt0018678,-1.3
tt0002220,tt0018854,-0.4
tt0002262,tt0005530,-0.3
tt0002262,tt0006332,0.5
tt0002262,tt0006611,0.2
tt0002262,tt0006698,-0.5
tt0002262,tt0006713,0.2
tt0002262,tt0007232,0.1
tt0002262,tt0007679,0.8
tt0002262,tt0008279,0.1
tt0002262,tt0008803,0.2
tt0002262,tt0009014,0.3
tt0002262,tt0009031,0.7
tt0002262,tt0010307,-1.4
tt0002262,tt0014417,-1.2
tt0002262,tt0018192,-1.9
tt0002286,tt0001812,-0.3
tt0002286,tt0002094,-0.7
tt0002286,tt0006318,-0.1
tt0002286,tt0006715,-1.4
tt0002286,tt0011280,0.2
tt0002286,tt0012885,-0.4
tt0002286,tt0014776,-1.7
tt0002348,tt0002163,0.4
tt0002348,tt0007168,0.0
tt0002362,tt0001142,0.8
tt0002362,tt0001495,0.8
tt0002362,tt0001812,-0.6
tt0002362,tt0002094,-1.0
tt0002362,tt0002286,0.7
tt0002362,tt0006318,-0.4
tt0002362,tt0006715,-1.7
tt0002362,tt0011280,-0.1
tt0002362,tt0012885,-0.7
tt0002362,tt0014776,-2.0
tt0002375,tt0001790,0.6
tt0002375,tt0002898,-0.4
tt0002375,tt0003159,0.9
tt0002375,tt0004525,0.8
tt0002375,tt0005049,0.0
tt0002375,tt0005295,0.2
tt0002375,tt0005537,0.2
tt0002375,tt0006456,-0.4
tt0002375,tt0006670,-0.4
tt0002375,tt0007963,-0.9
tt0002375,tt0009205,-0.9
tt0002375,tt0010616,0.0
tt0002375,tt0011205,-0.6
tt0002375,tt0011612,0.8
tt0002395,tt0002262,0.6
tt0002395,tt0002431,0.7
tt0002395,tt0005332,0.7
tt0002395,tt0005530,-0.7
tt0002395,tt0006106,0.7
tt0002395,tt0006332,0.1
tt0002395,tt0006611,-0.2
tt0002395,tt0006698,-0.9
tt0002395,tt0006713,-0.2
tt0002395,tt0007232,-0.3
tt0002395,tt0007679,0.4
tt0002395,tt0008279,-0.3
tt0002395,tt0008803,-0.2
tt0002395,tt0009014,-0.1
tt0002395,tt0009031,0.3
tt0002395,tt0010307,-1.8
tt0002395,tt0014417,-1.6
tt0002395,tt0018192,-2.3
tt0002423,tt0009893,0.5
tt0002423,tt0010281,0.9
tt0002423,tt0010600,0.3
tt0002423,tt0011960,0.8
tt0002423,tt0015119,0.7
tt0002423,tt0016004,0.5
tt0002423,tt0017409,0.6
tt0002423,tt0018451,0.2
tt0002431,tt0002262,0.9
tt0002431,tt0005530,-0.4
tt0002431,tt0006332,0.4
tt0002431,tt0006611,0.1
tt0002431,tt0006698,-0.6
tt0002431,tt0006713,0.1
tt0002431,tt0007232,0.0
tt0002431,tt0007679,0.7
tt0002431,tt0008279,0.0
tt0002431,tt0008803,0.1
tt0002431,tt0009014,0.2
tt0002431,tt0009031,0.6
tt0002431,tt0010307,-1.5
tt0002431,tt0014417,-1.3
tt0002431,tt0018192,-2.0
tt0002445,tt0004022,0.8
tt0002500,tt0002646,0.4
tt0002500,tt0011608,0.2
tt0002514,tt0002917,0.2
tt0002514,tt0003999,0.4
tt0002514,tt0005683,0.1
tt0002514,tt0006386,-0.4
tt0002514,tt0006397,0.1
tt0002514,tt0007522,0.2
tt0002514,tt0007620,0.6
tt0002514,tt0008672,0.0
tt0002514,tt0009694,-0.3
tt0002514,tt0010247,-1.2
tt0002514,tt0010755,-0.9
tt0002514,tt0011157,-0.5
tt0002514,tt0012334,-0.9
tt0002514,tt0014108,-1.1
tt0002514,tt0014109,-1.1
tt0002514,tt0018014,-0.8
tt0002555,tt0003735,0.3
tt0002555,tt0004712,-0.6
tt0002555,tt0006666,0.0
tt0002555,tt0007910,-0.9
tt0002555,tt0008725,-0.2
tt0002555,tt0008826,-0.1
tt0002555,tt0009419,0.5
tt0002555,tt0009771,0.9
tt0002555,tt0009853,0.2
tt0002555,tt0010358,-0.2
tt0002555,tt0011011,0.7
tt0002555,tt0011137,0.9
tt0002555,tt0012192,0.4
tt0002555,tt0012365,0.4
tt0002555,tt0013619,-0.3
tt0002555,tt0014171,0.9
tt0002555,tt0014191,0.2
tt0002555,tt0015339,-0.2
tt0002555,tt0016384,-0.2
tt0002555,tt0016850,-0.2
tt0002555,tt0016930,0.8
tt0002555,tt0017462,0.6
tt0002555,tt0017946,0.2
tt0002555,tt0018159,0.0
tt0002556,tt0001592,0.8
tt0002556,tt0002500,0.7
tt0002556,tt0002646,0.1
tt0002556,tt0011608,-0.1
tt0002574,tt0006210,0.9
tt0002574,tt0010325,0.9
tt0002574,tt0011855,-0.4
tt0002574,tt0013313,-0.3
tt0002574,tt0015347,0.1
tt0002574,tt0016396,0.4
tt0002574,tt0017492,0.1
tt0002574,tt0018531,0.3
tt0002574,tt0018733,0.1
tt0002591,tt0004708,0.4
tt0002591,tt0009220,0.7
tt0002594,tt0007100,0.1
tt0002605,tt0012405,0.7
tt0002605,tt0012920,0.2
tt0002628,tt0003431,0.5
tt0002628,tt0003565,-0.1
tt0002628,tt0004573,0.7
tt0002646,tt0011608,0.8
tt0002669,tt0005193,-0.5
tt0002669,tt0009290,-0.7
tt0002685,tt0003014,-0.2
tt0002685,tt0003150,-0.4
tt0002685,tt0004003,0.2
tt0002685,tt0004047,-0.1
tt0002685,tt0006108,-1.1
tt0002685,tt0006617,0.7
tt0002685,tt0006761,0.9
tt0002685,tt0007355,0.2
tt0002685,tt0007446,0.4
tt0002685,tt0008663,-0.5
tt0002685,tt0008710,0.1
tt0002685,tt0008879,-0.4
tt0002685,tt0010206,0.2
tt0002685,tt0010298,-0.4
tt0002685,tt0011362,0.4
tt0002685,tt0011370,-0.1
tt0002685,tt0011499,-0.5
tt0002685,tt0012364,-1.2
tt0002685,tt0013452,-0.8
tt0002685,tt0013730,0.0
tt0002685,tt0014014,-0.1
tt0002685,tt0014302,0.1
tt0002685,tt0014972,-0.9
tt0002685,tt0015702,0.1
tt0002685,tt0016446,-0.8
tt0002685,tt0017350,-0.8
tt0002685,tt0018836,-0.2
tt0002739,tt0002958,-2.0
tt0002746,tt0002637,-1.0
tt0002746,tt0004182,-0.9
tt0002746,tt0004403,-0.7
tt0002767,tt0003301,0.8
tt0002767,tt0003804,0.5
tt0002767,tt0004027,0.8
tt0002767,tt0004681,0.8
tt0002767,tt0009825,0.9
tt0002767,tt0010189,0.9
tt0002785,tt0004825,0.2
tt0002785,tt0004872,0.1
tt0002785,tt0005041,0.0
tt0002785,tt0005163,0.6
tt0002785,tt0006755,0.0
tt0002785,tt0007678,0.0
tt0002785,tt0008011,0.5
tt0002785,tt0008443,-0.1
tt0002785,tt0008458,0.4
tt0002785,tt0008891,-0.3
tt0002785,tt0009020,-0.7
tt0002785,tt0009523,0.3
tt0002785,tt0009567,0.0
tt0002785,tt0009969,0.2
tt0002785,tt0010844,0.2
tt0002785,tt0010882,0.3
tt0002785,tt0011387,0.0
tt0002785,tt0011785,-0.5
tt0002785,tt0013332,0.0
tt0002785,tt0014158,-0.9
tt0002785,tt0014602,-0.4
tt0002785,tt0015492,0.0
tt0002785,tt0016150,0.2
tt0002785,tt0016598,0.9
tt0002801,tt0003131,0.0
tt0002801,tt0003960,0.5
tt0002801,tt0013905,-0.7
tt0002820,tt0006467,0.8
tt0002844,tt0006206,0.6
tt0002844,tt0006886,0.7
tt0002844,tt0008371,0.9
tt0002844,tt0009701,0.8
tt0002844,tt0009757,0.9
tt0002844,tt0009905,0.3
tt0002844,tt0010089,0.8
tt0002844,tt0011110,0.8
tt0002844,tt0013125,0.5
tt0002844,tt0014897,0.3
tt0002880,tt0005994,-0.6
tt0002898,tt0007963,0.5
tt0002898,tt0009205,0.5
tt0002898,tt0011205,0.8
tt0002917,tt0005683,0.9
tt0002917,tt0006386,0.4
tt0002917,tt0006397,0.9
tt0002917,tt0008672,0.8
tt0002917,tt0009694,0.5
tt0002917,tt0010247,-0.4
tt0002917,tt0010755,-0.1
tt0002917,tt0011157,0.3
tt0002917,tt0012334,-0.1
tt0002917,tt0014108,-0.3
tt0002917,tt0014109,-0.3
tt0002917,tt0018014,0.0
tt0002996,tt0002555,0.0
tt0002996,tt0003309,0.3
tt0002996,tt0003630,0.0
tt0002996,tt0003735,-0.7
tt0002996,tt0004199,0.6
tt0002996,tt0004712,-1.6
tt0002996,tt0004847,0.5
tt0002996,tt0004869,0.4
tt0002996,tt0006600,0.8
tt0002996,tt0006666,-1.0
tt0002996,tt0006893,0.2
tt0002996,tt0007005,0.0
tt0002996,tt0007012,0.3
tt0002996,tt0007765,0.6
tt0002996,tt0007910,-1.9
tt0002996,tt0007984,0.6
tt0002996,tt0008039,0.5
tt0002996,tt0008558,0.4
tt0002996,tt0008658,0.5
tt0002996,tt0008725,-1.2
tt0002996,tt0008745,0.7
tt0002996,tt0008804,0.7
tt0002996,tt0008806,0.5
tt0002996,tt0008810,0.3
tt0002996,tt0008826,-1.1
tt0002996,tt0008983,0.7
tt0002996,tt0009247,0.7
tt0002996,tt0009322,0.6
tt0002996,tt0009419,-0.5
tt0002996,tt0009622,0.2
tt0002996,tt0009754,0.3
tt0002996,tt0009771,-0.1
tt0002996,tt0009853,-0.8
tt0002996,tt0010186,0.8
tt0002996,tt0010337,0.5
tt0002996,tt0010358,-1.2
tt0002996,tt0011011,-0.3
tt0002996,tt0011137,-0.1
tt0002996,tt0011487,0.7
tt0002996,tt0011731,0.7
tt0002996,tt0012192,-0.6
tt0002996,tt0012365,-0.6
tt0002996,tt0013619,-1.3
tt0002996,tt0014171,-0.1
tt0002996,tt0014191,-0.8
tt0002996,tt0015339,-1.2
tt0002996,tt0015356,0.7
tt0002996,tt0016384,-1.2
tt0002996,tt0016850,-1.2
tt0002996,tt0016930,-0.2
tt0002996,tt0017462,-0.4
tt0002996,tt0017805,0.6
tt0002996,tt0017946,-0.8
tt0002996,tt0018159,-1.0
tt0003006,tt0001498,-0.9
tt0003006,tt0003301,0.8
tt0003006,tt0003804,0.5
tt0003006,tt0004027,0.8
tt0003006,tt0004257,0.8
tt0003006,tt0004306,-1.1
tt0003006,tt0004681,0.8
tt0003006,tt0005353,-0.4
tt0003006,tt0007361,0.5
tt0003006,tt0009549,0.1
tt0003006,tt0009741,0.9
tt0003006,tt0010565,0.7
tt0003014,tt0003150,0.8
tt0003014,tt0006108,0.1
tt0003014,tt0008663,0.7
tt0003014,tt0008879,0.8
tt0003014,tt0010298,0.8
tt0003014,tt0011499,0.7
tt0003014,tt0012364,0.0
tt0003014,tt0013452,0.4
tt0003014,tt0014972,0.3
tt0003014,tt0016446,0.4
tt0003014,tt0017350,0.4
tt0003015,tt0003502,0.8
tt0003022,tt0005100,0.9
tt0003022,tt0005592,0.6
tt0003022,tt0006568,0.1
tt0003022,tt0007539,0.7
tt0003022,tt0007927,-0.6
tt0003022,tt0008201,-0.2
tt0003022,tt0009480,0.6
tt0003022,tt0011692,0.9
tt0003022,tt0011952,-1.6
tt0003022,tt0012555,-0.4
tt0003022,tt0012864,0.0
tt0003022,tt0014499,0.1
tt0003022,tt0015224,-0.4
tt0003022,tt0016030,-1.3
tt0003022,tt0016403,0.4
tt0003022,tt0016634,-0.4
tt0003022,tt0016762,0.0
tt0003022,tt0017033,-0.3
tt0003022,tt0018429,0.8
tt0003037,tt0006206,0.6
tt0003037,tt0006886,0.7
tt0003037,tt0008371,0.9
tt0003037,tt0009701,0.8
tt0003037,tt0009757,0.9
tt0003037,tt0009905,0.3
tt0003037,tt0010089,0.8
tt0003037,tt0011110,0.8
tt0003037,tt0013125,0.5
tt0003037,tt0014897,0.3
tt0003039,tt0002022,0.8
tt0003039,tt0005805,-0.4
tt0003039,tt0005903,-0.5
tt0003039,tt0006241,-2.0
tt0003039,tt0007183,0.2
tt0003039,tt0008536,0.1
tt0003039,tt0011454,0.7
tt0003039,tt0012342,0.4
tt0003039,tt0014646,0.5
tt0003039,tt0015958,0.2
tt0003039,tt0015998,0.2
tt0003039,tt0016559,-0.1
tt0003039,tt0017130,0.6
tt0003039,tt0017293,-0.3
tt0003039,tt0017418,-0.1
tt0003039,tt0017748,-0.3
tt0003039,tt0018269,0.1
tt0003039,tt0018686,0.5
tt0003039,tt0018844,0.0
tt0003131,tt0013905,0.3
tt0003150,tt0006108,0.3
tt0003150,tt0008663,0.9
tt0003150,tt0011499,0.9
tt0003150,tt0012364,0.2
tt0003150,tt0013452,0.6
tt0003150,tt0014972,0.5
tt0003150,tt0016446,0.6
tt0003150,tt0017350,0.6
tt0003159,tt0001790,0.7
tt0003159,tt0002898,-0.3
tt0003159,tt0004525,0.9
tt0003159,tt0005049,0.1
tt0003159,tt0005295,0.3
tt0003159,tt0005537,0.3
tt0003159,tt0006456,-0.3
tt0003159,tt0006670,-0.3
tt0003159,tt0007963,-0.8
tt0003159,tt0009205,-0.8
tt0003159,tt0010616,0.1
tt0003159,tt0011205,-0.5
tt0003159,tt0011612,0.9
tt0003165,tt0006206,0.6
tt0003165,tt0006886,0.7
tt0003165,tt0008371,0.9
tt0003165,tt0009701,0.8
tt0003165,tt0009757,0.9
tt0003165,tt0009905,0.3
tt0003165,tt0010089,0.8
tt0003165,tt0011110,0.8
tt0003165,tt0013125,0.5
tt0003165,tt0014897,0.3
tt0003167,tt0003643,0.3
tt0003167,tt0003665,0.4
tt0003167,tt0003890,0.9
tt0003167,tt0004181,0.5
tt0003167,tt0004972,0.6
tt0003167,tt0006864,-0.9
tt0003167,tt0009109,0.4
tt0003167,tt0009130,-0.1
tt0003167,tt0009133,-0.5
tt0003167,tt0009150,0.2
tt0003167,tt0009559,0.5
tt0003167,tt0009968,-0.5
tt0003167,tt0010108,0.0
tt0003167,tt0010193,0.7
tt0003167,tt0010484,-0.3
tt0003167,tt0010806,-0.2
tt0003167,tt0011415,0.7
tt0003167,tt0011841,-0.6
tt0003167,tt0012532,-0.6
tt0003167,tt0014604,0.6
tt0003167,tt0014672,0.4
tt0003167,tt0015018,-0.1
tt0003167,tt0016308,0.1
tt0003167,tt0016420,0.7
tt0003167,tt0017419,0.4
tt0003167,tt0018678,0.2
tt0003227,tt0002514,-0.3
tt0003227,tt0002917,-1.1
tt0003227,tt0003999,-0.9
tt0003227,tt0005683,-1.2
tt0003227,tt0006386,-1.7
tt0003227,tt0006397,-1.2
tt0003227,tt0007522,-1.1
tt0003227,tt0007620,-0.7
tt0003227,tt0008672,-1.3
tt0003227,tt0009694,-1.6
tt0003227,tt0010247,-2.5
tt0003227,tt0010755,-2.2
tt0003227,tt0011157,-1.8
tt0003227,tt0012334,-2.2
tt0003227,tt0014108,-2.4
tt0003227,tt0014109,-2.4
tt0003227,tt0018014,-2.1
tt0003301,tt0003804,-0.3
tt0003301,tt0008561,0.9
tt0003301,tt0010490,0.5
tt0003309,tt0002555,0.7
tt0003309,tt0003630,0.7
tt0003309,tt0003735,0.0
tt0003309,tt0004712,-0.9
tt0003309,tt0006666,-0.3
tt0003309,tt0006893,0.9
tt0003309,tt0007005,0.7
tt0003309,tt0007910,-1.2
tt0003309,tt0008725,-0.5
tt0003309,tt0008826,-0.4
tt0003309,tt0009419,0.2
tt0003309,tt0009622,0.9
tt0003309,tt0009771,0.6
tt0003309,tt0009853,-0.1
tt0003309,tt0010358,-0.5
tt0003309,tt0011011,0.4
tt0003309,tt0011137,0.6
tt0003309,tt0012192,0.1
tt0003309,tt0012365,0.1
tt0003309,tt0013619,-0.6
tt0003309,tt0014171,0.6
tt0003309,tt0014191,-0.1
tt0003309,tt0015339,-0.5
tt0003309,tt0016384,-0.5
tt0003309,tt0016850,-0.5
tt0003309,tt0016930,0.5
tt0003309,tt0017462,0.3
tt0003309,tt0017946,-0.1
tt0003309,tt0018159,-0.3
tt0003324,tt0005232,0.5
tt0003324,tt0008765,0.6
tt0003324,tt0010008,-0.7
tt0003324,tt0014858,0.1
tt0003324,tt0017077,0.7
tt0003330,tt0002591,0.6
tt0003330,tt0004708,0.0
tt0003330,tt0009220,0.3
tt0003330,tt0017516,0.7
tt0003351,tt0004555,-0.5
tt0003362,tt0004757,0.4
tt0003362,tt0005921,-0.2
tt0003365,tt0004275,0.3
tt0003365,tt0004833,0.0
tt0003365,tt0005790,-0.5
tt0003365,tt0007614,-0.4
tt0003365,tt0008123,0.8
tt0003365,tt0009128,-0.3
tt0003367,tt0002022,0.5
tt0003367,tt0003039,0.7
tt0003367,tt0005903,-0.8
tt0003367,tt0006241,-1.3
tt0003367,tt0007183,-0.1
tt0003367,tt0008536,-0.2
tt0003367,tt0011454,0.4
tt0003367,tt0012342,0.1
tt0003367,tt0014646,0.2
tt0003367,tt0015958,-0.1
tt0003367,tt0016559,-0.4
tt0003367,tt0017293,-0.6
tt0003367,tt0017418,-0.4
tt0003367,tt0017748,-0.6
tt0003367,tt0018686,0.2
tt0003367,tt0018844,-0.3
tt0003379,tt0002820,-1.9
tt0003379,tt0005562,-0.1
tt0003379,tt0006467,-2.1
tt0003419,tt0002648,0.7
tt0003431,tt0003565,0.4
tt0003441,tt0002880,0.2
tt0003441,tt0005994,-1.4
tt0003442,tt0001498,-1.4
tt0003442,tt0003006,0.5
