source,target,peso
tt0012434,tt0018666,0.7
tt0012439,tt0011694,0.9
tt0012439,tt0012397,0.6
tt0012439,tt0012755,0.6
tt0012439,tt0016307,0.4
tt0012439,tt0016822,0.4
tt0012439,tt0016999,0.5
tt0012445,tt0008579,0.4
tt0012445,tt0009145,-0.3
tt0012445,tt0010630,0.2
tt0012445,tt0012980,0.8
tt0012445,tt0013255,0.6
tt0012456,tt0013219,-0.2
tt0012465,tt0006437,0.3
tt0012465,tt0011070,0.7
tt0012465,tt0016894,0.4
tt0012468,tt0011128,0.9
tt0012468,tt0014029,0.5
tt0012468,tt0014522,0.8
tt0012468,tt0017918,0.2
tt0012472,tt0014217,0.9
tt0012476,tt0006358,0.2
tt0012476,tt0009209,0.6
tt0012476,tt0009879,0.3
tt0012476,tt0011721,0.7
tt0012484,tt0014186,0.9
tt0012484,tt0015771,0.8
tt0012490,tt0008919,0.3
tt0012490,tt0011667,0.7
tt0012490,tt0015738,-0.5
tt0012490,tt0016237,0.6
tt0012490,tt0016438,0.0
tt0012490,tt0016867,0.9
tt0012490,tt0017218,0.9
tt0012492,tt0005621,0.8
tt0012492,tt0006299,-0.7
tt0012492,tt0011079,0.8
tt0012492,tt0012087,0.5
tt0012492,tt0014051,0.4
tt0012494,tt0013086,0.8
tt0012494,tt0015174,0.7
tt0012494,tt0015175,0.5
tt0012494,tt0017136,0.4
tt0012514,tt0007903,-0.3
tt0012514,tt0008362,-1.2
tt0012514,tt0009550,-1.0
tt0012514,tt0010314,0.7
tt0012514,tt0010733,0.3
tt0012514,tt0010853,-0.5
tt0012514,tt0011078,0.1
tt0012514,tt0011651,-0.8
tt0012514,tt0011756,-0.3
tt0012514,tt0011779,-0.2
tt0012514,tt0012754,-0.5
tt0012514,tt0012839,-0.2
tt0012514,tt0012843,0.2
tt0012514,tt0013606,-1.1
tt0012514,tt0014463,-0.3
tt0012514,tt0014503,-0.7
tt0012514,tt0014696,-0.2
tt0012514,tt0018548,-0.4
tt0012514,tt0018718,0.9
tt0012515,tt0005061,0.4
tt0012515,tt0005879,-1.3
tt0012515,tt0005960,-2.0
tt0012515,tt0006441,0.6
tt0012515,tt0007184,-0.1
tt0012515,tt0007325,-0.1
tt0012515,tt0007697,0.2
tt0012515,tt0007820,0.4
tt0012515,tt0008117,-0.6
tt0012515,tt0008138,0.8
tt0012515,tt0008457,-0.2
tt0012515,tt0008671,0.2
tt0012515,tt0009219,0.2
tt0012515,tt0009444,0.8
tt0012515,tt0009524,-0.2
tt0012515,tt0009832,-0.4
tt0012515,tt0010091,-0.2
tt0012515,tt0011213,0.8
tt0012515,tt0011739,0.6
tt0012515,tt0013293,-0.7
tt0012515,tt0014213,0.8
tt0012515,tt0015400,-2.9
tt0012515,tt0015776,0.2
tt0012515,tt0016379,-0.1
tt0012515,tt0016500,-0.2
tt0012515,tt0017089,-0.2
tt0012515,tt0017540,-2.0
tt0012515,tt0018118,-1.3
tt0012515,tt0018170,-1.4
tt0012520,tt0006847,0.3
tt0012520,tt0007188,0.3
tt0012520,tt0007867,-1.0
tt0012520,tt0008065,0.8
tt0012520,tt0008541,0.9
tt0012520,tt0008698,0.8
tt0012520,tt0010227,0.1
tt0012520,tt0014915,-0.7
tt0012520,tt0016964,0.3
tt0012529,tt0016703,-0.9
tt0012529,tt0018259,0.2
tt0012529,tt0018382,0.1
tt0012532,tt0006864,0.7
tt0012538,tt0009284,0.5
tt0012538,tt0009544,-0.4
tt0012538,tt0014003,0.9
tt0012538,tt0016142,0.9
tt0012538,tt0016473,0.4
tt0012538,tt0016655,0.8
tt0012538,tt0018097,0.8
tt0012538,tt0018397,0.6
tt0012538,tt0018528,-0.2
tt0012538,tt0018697,0.7
tt0012548,tt0002844,0.6
tt0012548,tt0003037,0.6
tt0012548,tt0003165,0.6
tt0012548,tt0003930,0.7
tt0012548,tt0003952,0.8
tt0012548,tt0006206,0.2
tt0012548,tt0006886,0.3
tt0012548,tt0008371,0.5
tt0012548,tt0009701,0.4
tt0012548,tt0009757,0.5
tt0012548,tt0009905,-0.1
tt0012548,tt0010089,0.4
tt0012548,tt0011110,0.4
tt0012548,tt0013125,0.1
tt0012548,tt0014897,-0.1
tt0012548,tt0015232,0.7
tt0012555,tt0007927,0.8
tt0012555,tt0011952,-0.2
tt0012555,tt0016030,0.1
tt0012562,tt0002973,0.8
tt0012563,tt0012117,0.6
tt0012563,tt0012238,0.9
tt0012563,tt0012938,0.4
tt0012563,tt0013229,-0.2
tt0012563,tt0013877,0.2
tt0012563,tt0014379,0.6
tt0012563,tt0015140,0.5
tt0012563,tt0016844,-0.2
tt0012563,tt0017233,0.3
tt0012563,tt0018301,-0.7
tt0012563,tt0018338,0.3
tt0012565,tt0005392,0.4
tt0012565,tt0008406,0.2
tt0012565,tt0009143,0.4
tt0012565,tt0009400,0.9
tt0012565,tt0010049,-0.2
tt0012565,tt0013556,0.6
tt0012565,tt0014981,0.9
tt0012565,tt0015116,0.9
tt0012565,tt0015349,-0.1
tt0012565,tt0015465,0.3
tt0012565,tt0016394,0.8
tt0012565,tt0017242,0.3
tt0012565,tt0017841,0.5
tt0012591,tt0007248,0.2
tt0012591,tt0009118,-0.3
tt0012591,tt0010315,0.3
tt0012591,tt0010719,0.4
tt0012591,tt0011929,0.3
tt0012591,tt0011990,0.3
tt0012591,tt0013658,0.2
tt0012591,tt0015163,-0.2
tt0012591,tt0015758,0.5
tt0012591,tt0017586,0.2
tt0012591,tt0017829,-0.2
tt0012591,tt0018532,0.6
tt0012600,tt0005367,0.4
tt0012600,tt0007271,0.6
tt0012600,tt0007524,0.9
tt0012600,tt0007769,0.7
tt0012600,tt0008241,0.8
tt0012600,tt0009601,0.2
tt0012600,tt0009637,0.5
tt0012600,tt0011325,0.4
tt0012600,tt0015168,0.8
tt0012619,tt0008028,0.3
tt0012619,tt0008742,-0.6
tt0012619,tt0012293,0.9
tt0012619,tt0013376,0.4
tt0012622,tt0014577,-0.4
tt0012622,tt0016499,-0.4
tt0012622,tt0018155,-1.3
tt0012622,tt0018592,-0.7
tt0012636,tt0018742,0.0
tt0012642,tt0013075,0.7
tt0012642,tt0013201,0.8
tt0012642,tt0014429,-0.3
tt0012642,tt0014611,0.5
tt0012642,tt0014945,0.2
tt0012642,tt0015002,0.7
tt0012642,tt0015841,0.3
tt0012645,tt0014174,0.9
tt0012645,tt0015225,0.7
tt0012650,tt0017248,0.4
tt0012651,tt0010330,0.6
tt0012651,tt0010947,0.6
tt0012651,tt0011217,0.9
tt0012651,tt0011348,-0.1
tt0012651,tt0011654,0.4
tt0012651,tt0011676,0.1
tt0012651,tt0012973,0.2
tt0012651,tt0013373,0.8
tt0012651,tt0013442,-0.7
tt0012651,tt0013496,0.4
tt0012651,tt0014900,0.9
tt0012651,tt0015064,-0.9
tt0012651,tt0016847,-1.0
tt0012651,tt0017448,0.0
tt0012651,tt0018455,-1.0
tt0012657,tt0017662,0.0
tt0012657,tt0018846,0.7
tt0012672,tt0007623,0.1
tt0012672,tt0010847,0.8
tt0012672,tt0012067,-0.1
tt0012672,tt0013402,0.2
tt0012672,tt0015110,0.5
tt0012672,tt0015727,0.3
tt0012672,tt0015775,0.0
tt0012675,tt0005535,-0.1
tt0012675,tt0007462,0.8
tt0012675,tt0009666,0.8
tt0012675,tt0013404,0.8
tt0012675,tt0018137,-0.5
tt0012685,tt0005415,0.9
tt0012685,tt0008622,-0.9
tt0012685,tt0010134,0.7
tt0012685,tt0016524,-0.8
tt0012695,tt0013737,-1.6
tt0012695,tt0013891,-2.8
tt0012699,tt0011172,0.9
tt0012699,tt0011344,0.6
tt0012699,tt0012409,0.9
tt0012699,tt0013488,0.5
tt0012699,tt0014968,0.2
tt0012699,tt0015498,0.4
tt0012699,tt0015500,0.8
tt0012699,tt0015624,-0.8
tt0012699,tt0016627,0.0
tt0012699,tt0016669,-0.1
tt0012699,tt0018806,-0.9
tt0012701,tt0015728,-0.3
tt0012701,tt0017936,0.0
tt0012701,tt0018673,0.2
tt0012706,tt0003657,-0.7
tt0012706,tt0004740,0.6
tt0012706,tt0004838,0.0
tt0012706,tt0004874,0.2
tt0012706,tt0005149,-0.2
tt0012706,tt0005193,-2.4
tt0012706,tt0005832,0.1
tt0012706,tt0006375,-0.2
tt0012706,tt0006517,0.0
tt0012706,tt0008044,-0.8
tt0012706,tt0008951,0.5
tt0012706,tt0009960,-1.0
tt0012706,tt0010032,-0.8
tt0012706,tt0011091,-0.2
tt0012706,tt0012227,0.0
tt0012706,tt0014024,-0.1
tt0012706,tt0016523,-1.3
tt0012706,tt0016880,-0.4
tt0012710,tt0015189,0.8
tt0012710,tt0016806,-0.1
tt0012710,tt0018537,0.9
tt0012710,tt0018888,0.9
tt0012716,tt0010915,0.8
tt0012716,tt0012045,0.8
tt0012716,tt0013311,0.7
tt0012716,tt0017132,0.3
tt0012720,tt0003632,-0.8
tt0012720,tt0007534,0.2
tt0012720,tt0007983,-0.8
tt0012720,tt0010323,-2.7
tt0012720,tt0011221,-0.6
tt0012720,tt0011502,-0.4
tt0012720,tt0013699,0.5
tt0012720,tt0014146,-0.9
tt0012720,tt0014397,-1.4
tt0012720,tt0015202,-1.7
tt0012720,tt0017338,-0.7
tt0012728,tt0010483,0.8
tt0012728,tt0012879,0.0
tt0012734,tt0007755,-1.0
tt0012734,tt0008551,0.3
tt0012734,tt0008634,-1.3
tt0012734,tt0008978,-0.2
tt0012734,tt0009153,-0.9
tt0012734,tt0009494,0.9
tt0012734,tt0009580,-0.2
tt0012734,tt0009811,0.8
tt0012734,tt0009859,0.5
tt0012734,tt0010119,0.9
tt0012734,tt0010198,0.4
tt0012734,tt0010438,0.3
tt0012734,tt0010544,0.9
tt0012734,tt0010628,0.9
tt0012734,tt0011298,0.3
tt0012734,tt0011358,-1.4
tt0012734,tt0011906,0.3
tt0012734,tt0011968,0.8
tt0012734,tt0012328,0.2
tt0012734,tt0013735,-0.3
tt0012734,tt0013909,-0.6
tt0012734,tt0014321,-0.7
tt0012734,tt0015973,-1.1
tt0012734,tt0016022,-0.9
tt0012734,tt0016417,0.8
tt0012734,tt0016664,-0.6
tt0012734,tt0017374,-1.1
tt0012734,tt0017463,-2.4
tt0012734,tt0018530,-1.1
tt0012734,tt0018909,-2.1
tt0012735,tt0010915,0.3
tt0012735,tt0012045,0.3
tt0012735,tt0012716,0.5
tt0012735,tt0013311,0.2
tt0012735,tt0017132,-0.2
tt0012740,tt0014066,-0.2
tt0012740,tt0017027,-0.6
tt0012740,tt0017912,-0.4
tt0012740,tt0018491,-0.4
tt0012745,tt0009720,0.4
tt0012745,tt0011294,0.5
tt0012746,tt0011812,-2.2
tt0012746,tt0012109,-3.6
tt0012746,tt0013773,-3.3
tt0012747,tt0008381,-1.0
tt0012747,tt0010058,0.8
tt0012747,tt0010587,0.3
tt0012747,tt0011977,0.8
tt0012752,tt0011439,0.9
tt0012752,tt0015268,0.7
tt0012752,tt0016641,0.1
tt0012752,tt0017850,0.4
tt0012754,tt0008362,0.3
tt0012754,tt0009550,0.5
tt0012754,tt0011651,0.7
tt0012754,tt0013606,0.4
tt0012754,tt0014503,0.8
tt0012755,tt0016307,0.8
tt0012755,tt0016822,0.8
tt0012755,tt0016999,0.9
tt0012763,tt0016395,0.8
tt0012769,tt0005556,-1.1
tt0012769,tt0006614,0.5
tt0012769,tt0007340,-0.1
tt0012769,tt0008041,0.1
tt0012769,tt0011979,0.2
tt0012769,tt0012827,0.6
tt0012772,tt0006333,-3.5
tt0012772,tt0008028,-4.2
tt0012772,tt0008742,-5.1
tt0012772,tt0012293,-3.6
tt0012772,tt0012619,-3.5
tt0012772,tt0013376,-4.1
tt0012772,tt0013903,-2.4
tt0012772,tt0017863,0.5
tt0012775,tt0007270,-1.2
tt0012775,tt0008814,-0.8
tt0012775,tt0009053,-0.2
tt0012775,tt0009972,0.2
tt0012775,tt0011036,0.0
tt0012775,tt0013284,-0.4
tt0012775,tt0013607,0.3
tt0012775,tt0015770,0.1
tt0012775,tt0016259,0.5
tt0012775,tt0016288,0.1
tt0012775,tt0016693,0.1
tt0012775,tt0016724,0.4
tt0012775,tt0017112,0.0
tt0012794,tt0011045,-0.6
tt0012806,tt0010203,0.0
tt0012806,tt0010248,0.9
tt0012806,tt0010726,0.4
tt0012806,tt0011723,0.8
tt0012806,tt0011837,0.9
tt0012806,tt0012494,-0.7
tt0012806,tt0013086,-0.9
tt0012806,tt0015174,-1.0
tt0012806,tt0015175,-1.2
tt0012806,tt0017136,-1.3
tt0012807,tt0010754,-0.1
tt0012807,tt0011256,0.7
tt0012807,tt0011765,-0.3
tt0012807,tt0012362,0.1
tt0012807,tt0012422,-0.4
tt0012807,tt0013301,-0.4
tt0012807,tt0014144,0.4
tt0012807,tt0014168,-0.1
tt0012807,tt0015233,0.5
tt0012807,tt0015968,-0.8
tt0012807,tt0016910,0.0
tt0012814,tt0011565,0.6
tt0012814,tt0014142,0.7
tt0012818,tt0007755,-1.2
tt0012818,tt0008271,0.9
tt0012818,tt0008551,0.1
tt0012818,tt0008634,-1.5
tt0012818,tt0008978,-0.4
tt0012818,tt0009153,-1.1
tt0012818,tt0009494,0.7
tt0012818,tt0009580,-0.4
tt0012818,tt0009690,0.9
tt0012818,tt0009696,0.9
tt0012818,tt0009811,0.6
tt0012818,tt0009859,0.3
tt0012818,tt0010119,0.7
tt0012818,tt0010198,0.2
tt0012818,tt0010438,0.1
tt0012818,tt0010544,0.7
tt0012818,tt0010628,0.7
tt0012818,tt0011298,0.1
tt0012818,tt0011358,-1.6
tt0012818,tt0011906,0.1
tt0012818,tt0011968,0.6
tt0012818,tt0012328,-0.0
tt0012818,tt0012734,0.8
tt0012818,tt0013735,-0.5
tt0012818,tt0013909,-0.8
tt0012818,tt0014321,-0.9
tt0012818,tt0014539,0.9
tt0012818,tt0014999,0.9
tt0012818,tt0015973,-1.3
tt0012818,tt0016022,-1.1
tt0012818,tt0016417,0.6
tt0012818,tt0016664,-0.8
tt0012818,tt0017374,-1.3
tt0012818,tt0017463,-2.6
tt0012818,tt0018530,-1.3
tt0012818,tt0018909,-2.3
tt0012827,tt0005556,-0.7
tt0012827,tt0006614,0.9
tt0012827,tt0007340,0.3
tt0012827,tt0008041,0.5
tt0012827,tt0011979,0.6
tt0012836,tt0005979,0.7
tt0012836,tt0006557,0.8
tt0012836,tt0009306,0.5
tt0012838,tt0005626,0.5
tt0012838,tt0006703,0.8
tt0012838,tt0006773,0.6
tt0012838,tt0010499,-0.3
tt0012838,tt0010548,-0.6
tt0012838,tt0013978,0.7
tt0012839,tt0007903,0.9
tt0012839,tt0008362,0.0
tt0012839,tt0009550,0.2
tt0012839,tt0010853,0.7
tt0012839,tt0011651,0.4
tt0012839,tt0011756,0.9
tt0012839,tt0012754,0.7
tt0012839,tt0013606,0.1
tt0012839,tt0014463,0.9
tt0012839,tt0014503,0.5
tt0012839,tt0018548,0.8
tt0012843,tt0007903,0.5
tt0012843,tt0008362,-0.4
tt0012843,tt0009550,-0.2
tt0012843,tt0010853,0.3
tt0012843,tt0011078,0.9
tt0012843,tt0011651,0.0
tt0012843,tt0011756,0.5
tt0012843,tt0011779,0.6
tt0012843,tt0012754,0.3
tt0012843,tt0012839,0.6
tt0012843,tt0013606,-0.3
tt0012843,tt0014463,0.5
tt0012843,tt0014503,0.1
tt0012843,tt0014696,0.6
tt0012843,tt0018548,0.4
tt0012855,tt0006358,0.1
tt0012855,tt0009209,0.5
tt0012855,tt0009879,0.2
tt0012855,tt0009987,0.9
tt0012855,tt0011721,0.6
tt0012855,tt0012476,0.9
tt0012856,tt0004369,0.2
tt0012856,tt0005452,0.4
tt0012856,tt0005460,0.6
tt0012856,tt0005716,-0.8
tt0012856,tt0007142,-1.0
tt0012856,tt0009369,0.1
tt0012856,tt0012107,0.1
tt0012856,tt0013380,0.6
tt0012856,tt0013451,-0.6
tt0012856,tt0016469,0.2
tt0012856,tt0016640,-0.2
tt0012856,tt0017831,-0.1
tt0012862,tt0010879,-1.5
tt0012862,tt0011474,-1.2
tt0012862,tt0012434,0.4
tt0012862,tt0013540,0.5
tt0012862,tt0013906,0.8
tt0012862,tt0014553,0.3
tt0012862,tt0014782,0.0
tt0012862,tt0014866,0.9
tt0012862,tt0015542,0.6
tt0012862,tt0015749,0.7
tt0012862,tt0016037,0.0
tt0012862,tt0017119,-1.5
tt0012862,tt0018016,-1.0
tt0012862,tt0018613,0.3
tt0012862,tt0018666,0.1
tt0012864,tt0007927,0.4
tt0012864,tt0008201,0.8
tt0012864,tt0011952,-0.6
tt0012864,tt0012555,0.6
tt0012864,tt0015224,0.6
tt0012864,tt0016030,-0.3
tt0012864,tt0016634,0.6
tt0012864,tt0017033,0.7
tt0012868,tt0013263,0.9
tt0012875,tt0008392,0.9
tt0012875,tt0009273,-1.3
tt0012875,tt0011093,-1.4
tt0012875,tt0011265,0.8
tt0012875,tt0011939,0.8
tt0012875,tt0013145,0.3
tt0012875,tt0013391,0.4
tt0012875,tt0013759,0.8
tt0012875,tt0013986,0.3
tt0012875,tt0014203,0.8
tt0012875,tt0014283,0.9
tt0012875,tt0014703,0.4
tt0012875,tt0014950,-1.3
tt0012875,tt0014965,0.8
tt0012875,tt0015094,0.3
tt0012875,tt0015501,0.8
tt0012875,tt0015602,0.0
tt0012875,tt0015903,0.2
tt0012875,tt0016433,0.8
tt0012875,tt0016449,0.6
tt0012875,tt0016916,0.6
tt0012875,tt0017527,0.8
tt0012875,tt0017727,-0.2
tt0012875,tt0017858,-1.4
tt0012875,tt0017902,0.7
tt0012875,tt0017976,0.3
tt0012875,tt0018438,-1.1
tt0012875,tt0018579,0.4
tt0012877,tt0013802,-0.3
tt0012877,tt0014644,0.0
tt0012877,tt0015644,-0.4
tt0012877,tt0015902,-0.1
tt0012877,tt0016833,0.1
tt0012877,tt0018450,-1.9
tt0012881,tt0010190,0.8
tt0012881,tt0011191,-0.2
tt0012881,tt0013527,0.3
tt0012885,tt0002094,0.7
tt0012885,tt0006715,0.0
tt0012885,tt0014776,-0.3
tt0012890,tt0016834,0.0
tt0012891,tt0007903,-0.6
tt0012891,tt0008362,-1.5
tt0012891,tt0009550,-1.3
tt0012891,tt0010314,0.4
tt0012891,tt0010733,0.0
tt0012891,tt0010853,-0.8
tt0012891,tt0011078,-0.2
tt0012891,tt0011651,-1.1
tt0012891,tt0011756,-0.6
tt0012891,tt0011779,-0.5
tt0012891,tt0012514,0.7
tt0012891,tt0012754,-0.8
tt0012891,tt0012839,-0.5
tt0012891,tt0012843,-0.1
tt0012891,tt0013606,-1.4
tt0012891,tt0014463,-0.6
tt0012891,tt0014503,-1.0
tt0012891,tt0014696,-0.5
tt0012891,tt0018548,-0.7
tt0012891,tt0018718,0.6
tt0012894,tt0013833,0.7
tt0012894,tt0015907,0.4
tt0012894,tt0016843,-0.4
tt0012898,tt0010879,-2.3
tt0012898,tt0011474,-2.0
tt0012898,tt0012434,-0.4
tt0012898,tt0012862,0.2
tt0012898,tt0013051,0.7
tt0012898,tt0013303,0.7
tt0012898,tt0013540,-0.3
tt0012898,tt0013906,0.0
tt0012898,tt0014553,-0.5
tt0012898,tt0014782,-0.8
tt0012898,tt0014866,0.1
tt0012898,tt0015542,-0.2
tt0012898,tt0015749,-0.1
tt0012898,tt0016037,-0.8
tt0012898,tt0016374,0.6
tt0012898,tt0016658,0.6
tt0012898,tt0017119,-2.3
tt0012898,tt0018016,-1.8
tt0012898,tt0018613,-0.5
tt0012898,tt0018666,-0.7
tt0012917,tt0006907,0.6
tt0012917,tt0014322,0.7
tt0012917,tt0016013,0.4
tt0012917,tt0016875,0.2
tt0012917,tt0018379,0.1
tt0012926,tt0015494,0.9
tt0012928,tt0004052,0.6
tt0012928,tt0007326,0.4
tt0012928,tt0010483,0.1
tt0012928,tt0012728,0.3
tt0012928,tt0012879,-0.7
tt0012928,tt0013750,0.8
tt0012933,tt0015981,-0.1
tt0012937,tt0002305,-0.6
tt0012937,tt0004223,0.8
tt0012937,tt0004854,0.8
tt0012937,tt0006688,0.6
tt0012937,tt0007368,0.7
tt0012937,tt0018646,-0.3
tt0012938,tt0013229,0.4
tt0012938,tt0013877,0.8
tt0012938,tt0016844,0.4
tt0012938,tt0017233,0.9
tt0012938,tt0018301,-0.1
tt0012938,tt0018338,0.9
tt0012949,tt0011565,0.2
tt0012949,tt0011904,0.7
tt0012949,tt0012814,0.6
tt0012949,tt0014142,0.3
tt0012952,tt0009354,0.7
tt0012952,tt0010215,0.7
tt0012952,tt0011439,0.3
tt0012952,tt0012752,0.4
tt0012952,tt0015268,0.1
tt0012952,tt0016641,-0.5
tt0012952,tt0017449,0.4
tt0012952,tt0017850,-0.2
tt0012960,tt0012877,-1.7
tt0012960,tt0013802,-3.0
tt0012960,tt0014644,-2.7
tt0012960,tt0015644,-3.1
tt0012960,tt0015902,-2.8
tt0012960,tt0016833,-2.6
tt0012960,tt0017760,-1.3
tt0012960,tt0018450,-4.6
tt0012961,tt0010010,-4.4
tt0012961,tt0011098,-4.9
tt0012961,tt0011793,-2.9
tt0012961,tt0018454,-3.5
tt0012961,tt0018778,-2.3
tt0012966,tt0008000,0.3
tt0012966,tt0008168,0.8
tt0012966,tt0008287,0.3
tt0012966,tt0008392,0.1
tt0012966,tt0008495,0.6
tt0012966,tt0009273,-2.1
tt0012966,tt0011093,-2.2
tt0012966,tt0011265,0.0
tt0012966,tt0011939,0.0
tt0012966,tt0012118,0.3
tt0012966,tt0012875,0.2
tt0012966,tt0013145,-0.5
tt0012966,tt0013391,-0.4
tt0012966,tt0013759,0.0
tt0012966,tt0013986,-0.5
tt0012966,tt0014203,0.0
tt0012966,tt0014283,0.1
tt0012966,tt0014703,-0.4
tt0012966,tt0014950,-2.1
tt0012966,tt0014965,0.0
tt0012966,tt0015094,-0.5
tt0012966,tt0015501,0.0
tt0012966,tt0015602,-0.8
tt0012966,tt0015746,0.2
tt0012966,tt0015903,-0.6
tt0012966,tt0016266,0.3
tt0012966,tt0016433,0.0
tt0012966,tt0016449,-0.2
tt0012966,tt0016916,-0.2
tt0012966,tt0017527,0.0
tt0012966,tt0017727,-1.0
tt0012966,tt0017858,-2.2
tt0012966,tt0017902,-0.1
tt0012966,tt0017976,-0.5
tt0012966,tt0018438,-1.9
tt0012966,tt0018579,-0.4
tt0012973,tt0011348,0.7
tt0012973,tt0011676,0.9
tt0012973,tt0013442,0.1
tt0012973,tt0015064,-0.1
tt0012973,tt0016847,-0.2
tt0012973,tt0017448,0.8
tt0012973,tt0018455,-0.2
tt0012975,tt0015739,0.4
tt0012980,tt0008579,0.6
tt0012980,tt0009145,-0.1
tt0012980,tt0010630,0.4
tt0012980,tt0013255,0.8
tt0012997,tt0016921,-0.4
tt0012997,tt0017518,0.1
tt0012997,tt0018571,0.2
tt0012998,tt0004052,-2.5
tt0012998,tt0006586,-2.9
tt0012998,tt0008491,-0.8
tt0012998,tt0009325,-1.0
tt0012998,tt0010386,-1.9
tt0012998,tt0010446,-1.6
tt0012998,tt0011812,-0.7
tt0012998,tt0013236,-1.7
tt0012998,tt0013367,-1.0
tt0012998,tt0013491,-0.4
tt0012998,tt0014845,-1.7
tt0012998,tt0015813,-1.1
tt0012998,tt0016031,-2.3
tt0012998,tt0016061,-1.0
tt0012998,tt0016213,-3.6
tt0012998,tt0016508,-1.8
tt0012998,tt0016573,-0.9
tt0012998,tt0016749,-1.3
tt0012998,tt0017080,-1.3
tt0012998,tt0017316,-3.0
tt0012998,tt0017325,-1.8
tt0012998,tt0017327,-0.5
tt0012998,tt0017504,-0.5
tt0012998,tt0018313,-1.5
tt0012998,tt0018464,-0.8
tt0012998,tt0018565,-2.2
tt0012998,tt0018621,-2.4
tt0012998,tt0018767,0.7
tt0012998,tt0018831,-0.5
tt0012999,tt0012890,0.0
tt0012999,tt0013962,0.3
tt0012999,tt0015533,0.0
tt0012999,tt0016834,-1.0
tt0012999,tt0017266,0.6
tt0013000,tt0006463,-1.5
tt0013000,tt0007272,-0.8
tt0013000,tt0014989,0.4
tt0013022,tt0011694,0.9
tt0013022,tt0012397,0.6
tt0013022,tt0012755,0.6
tt0013022,tt0016307,0.4
tt0013022,tt0016822,0.4
tt0013022,tt0016999,0.5
tt0013024,tt0010534,0.7
tt0013024,tt0011172,-0.2
tt0013024,tt0011344,-0.5
tt0013024,tt0012409,-0.2
tt0013024,tt0012699,-0.1
tt0013024,tt0013091,0.6
tt0013024,tt0013488,-0.6
tt0013024,tt0013535,0.1
tt0013024,tt0014542,0.5
tt0013024,tt0014968,-0.9
tt0013024,tt0014991,0.7
tt0013024,tt0015498,-0.7
tt0013024,tt0015500,-0.3
tt0013024,tt0015624,-1.9
tt0013024,tt0016251,0.9
tt0013024,tt0016530,0.4
tt0013024,tt0016627,-1.1
tt0013024,tt0016669,-1.2
tt0013024,tt0018806,-2.0
tt0013033,tt0016491,0.4
tt0013034,tt0005621,-3.4
tt0013034,tt0006299,-4.9
tt0013034,tt0006933,-2.6
tt0013034,tt0007047,-2.9
tt0013034,tt0007061,-1.2
tt0013034,tt0007587,-0.8
tt0013034,tt0007699,-1.8
tt0013034,tt0008010,-2.8
tt0013034,tt0008539,-1.7
tt0013034,tt0008822,-2.7
tt0013034,tt0009257,-2.6
tt0013034,tt0010425,-1.8
tt0013034,tt0011079,-3.4
tt0013034,tt0011588,-3.0
tt0013034,tt0012087,-3.7
tt0013034,tt0012492,-3.2
tt0013034,tt0014051,-3.8
tt0013034,tt0015589,-2.1
tt0013034,tt0017212,-2.7
tt0013034,tt0017796,-2.7
tt0013051,tt0010879,-2.0
tt0013051,tt0011474,-1.7
tt0013051,tt0012434,-0.1
tt0013051,tt0012862,0.5
tt0013051,tt0013540,0.0
tt0013051,tt0013906,0.3
tt0013051,tt0014553,-0.2
tt0013051,tt0014782,-0.5
tt0013051,tt0014866,0.4
tt0013051,tt0015542,0.1
tt0013051,tt0015749,0.2
tt0013051,tt0016037,-0.5
tt0013051,tt0016374,0.9
tt0013051,tt0016658,0.9
tt0013051,tt0017119,-2.0
tt0013051,tt0018016,-1.5
tt0013051,tt0018613,-0.2
tt0013051,tt0018666,-0.4
tt0013059,tt0010598,0.7
tt0013059,tt0011000,0.7
tt0013059,tt0011607,0.2
tt0013059,tt0013169,0.8
tt0013059,tt0015136,0.2
tt0013059,tt0015768,0.3
tt0013059,tt0015861,0.7
tt0013064,tt0010641,-0.6
tt0013064,tt0010978,0.3
tt0013064,tt0011179,-2.0
tt0013064,tt0011923,-0.4
tt0013064,tt0013513,-0.5
tt0013071,tt0010219,-1.5
tt0013071,tt0010393,0.3
tt0013071,tt0010635,-2.0
tt0013071,tt0010835,-2.7
tt0013071,tt0010929,-3.4
tt0013071,tt0011753,-1.7
tt0013071,tt0012077,-3.1
tt0013071,tt0012114,-2.5
tt0013071,tt0012202,-3.2
tt0013071,tt0012382,-2.4
tt0013071,tt0013449,-1.5
tt0013071,tt0013459,-2.3
tt0013071,tt0013951,-2.9
tt0013071,tt0014137,-3.1
tt0013071,tt0014423,-2.1
tt0013071,tt0014552,0.9
tt0013071,tt0014777,-1.5
tt0013071,tt0014892,-2.5
tt0013071,tt0015131,-1.5
tt0013071,tt0015612,-2.2
tt0013071,tt0016235,-2.2
tt0013071,tt0016497,-2.2
tt0013071,tt0017117,-3.1
tt0013071,tt0017226,-3.2
tt0013071,tt0017755,-2.2
tt0013071,tt0018870,-1.8
tt0013075,tt0014429,0.0
tt0013075,tt0014611,0.8
tt0013075,tt0014945,0.5
tt0013075,tt0015841,0.6
tt0013076,tt0011738,-0.2
tt0013076,tt0013571,0.1
tt0013084,tt0016205,0.9
tt0013084,tt0017307,0.9
tt0013084,tt0018033,0.7
tt0013085,tt0007952,0.8
tt0013085,tt0015471,-0.5
